,Wine,Vintage,Format,Region,Cost,Qty,Negoce
670,CH. D'ISSAN,2010,75cl,Bordeaux,57.0,0,Dubos
671,CH. KIRWAN,2010,75cl,Bordeaux,48.0,0,Dubos
672,CH. LASCOMBES,2010,75cl,Bordeaux,72.0,0,Dubos
673,CH. MARGAUX,2010,75cl,Bordeaux,750.0,0,Dubos
674,CH. MARQUIS DE TERME,2010,75cl,Bordeaux,42.0,0,Dubos
675,CH. MONBRISON,2010,75cl,Bordeaux,25.0,0,Dubos
676,LE PAGE DE LA TOUR DE BESSAN,2010,75cl,Bordeaux,10.75,0,Dubos
677,CH. PRIEURE LICHINE,2010,75cl,Bordeaux,39.9,0,Dubos
678,CH. SIRAN,2010,75cl,Bordeaux,20.0,0,Dubos
679,CH. TOUR MASSAC,2010,75cl,Bordeaux,16.4,0,Dubos
680,CH. BERNADOTTE,2010,75cl,Bordeaux,12.8,0,Dubos
681,CH. CITRAN,2010,75cl,Bordeaux,13.7,0,Dubos
682,LA CLOSERIE DE CAMENSAC,2010,75cl,Bordeaux,9.85,0,Dubos
683,CH. COUFRAN,2010,75cl,Bordeaux,11.0,0,Dubos
684,LA DEMOISELLE DE SOCIANDO MALLET,2010,75cl,Bordeaux,13.5,0,Dubos
685,LE HAUT-MEDOC DE MONBRISON,2010,75cl,Bordeaux,8.95,0,Dubos
686,CH. LARRIVAUX,2010,75cl,Bordeaux,8.5,0,Dubos
687,CH. DE MALLERET,2010,75cl,Bordeaux,8.98,0,Dubos
688,CH. DU MOULIN ROUGE,2010,75cl,Bordeaux,8.25,0,Dubos
689,CH. FOURCAS DUPRE,2010,75cl,Bordeaux,9.8,0,Dubos
690,CHAPELLE DE POTENSAC,2010,75cl,Bordeaux,9.65,0,Dubos
691,CH. LES GRANDS CHENES,2010,75cl,Bordeaux,13.0,0,Dubos
692,SEIGNEUR DE LA TOUR CARNET,2010,75cl,Bordeaux,11.4,0,Dubos
693,CH. LA DOMINIQUE,2010,75cl,Bordeaux,36.0,0,Dubos
694,CH. LES GRANDES MURAILLES,2010,75cl,Bordeaux,38.0,0,Dubos
695,CH. LANIOTE,2010,75cl,Bordeaux,23.5,0,Dubos
696,CHATEAU LA CABANNE,2010,75cl,Bordeaux,32.5,0,Dubos
697,CH. LA FLEUR DE GAY,2010,75cl,Bordeaux,70.0,0,Dubos
698,CH. NENIN,2010,75cl,Bordeaux,48.0,0,Dubos
699,CH. LA POINTE,2010,75cl,Bordeaux,27.8,0,Dubos
700,DOMAINE DE CHEVALIER,2010,75cl,Bordeaux,63.0,0,Dubos
701,LE CLARENCE DE HAUT BRION,2010,75cl,Bordeaux,98.0,0,Dubos
702,CH. DE FIEUZAL,2010,75cl,Bordeaux,35.6,0,Dubos
703,CH. HAUT BRION,2010,75cl,Bordeaux,695.0,0,Dubos
704,CH. LESPAULT-MARTILLAC,2010,75cl,Bordeaux,16.95,0,Dubos
705,CH. LA MISSION HAUT BRION,2010,75cl,Bordeaux,525.0,0,Dubos
706,CH. COUTET,2010,75cl,Bordeaux,42.0,0,Dubos
707,CARMES DE RIEUSSEC,2010,75cl,Bordeaux,14.5,0,Dubos
708,CH. GUIRAUD,2010,75cl,Bordeaux,31.5,0,Dubos
709,CH. SUDUIRAUT,2010,75cl,Bordeaux,48.5,0,Dubos
710,CH. FERET-LAMBERT,2010,75cl,Bordeaux,6.5,0,Dubos
711,PAVILLON BLANC DU CH. MARGAUX,2010,75cl,Bordeaux,155.0,0,Dubos
712,CH. COS LABORY,2011,75cl,Bordeaux,21.4,0,Dubos
713,FRANK PHELAN,2011,75cl,Bordeaux,13.0,0,Dubos
714,CH. HAUT MARBUZET,2011,75cl,Bordeaux,22.5,0,Dubos
715,LES HAUTS DE PEZ,2011,75cl,Bordeaux,8.75,0,Dubos
716,CH. LAFON ROCHET,2011,75cl,Bordeaux,31.0,0,Dubos
717,MARQUIS DE CALON,2011,75cl,Bordeaux,14.25,0,Dubos
718,CH. ORMES DE PEZ,2011,75cl,Bordeaux,18.5,0,Dubos
719,LES PAGODES DE COS,2011,75cl,Bordeaux,33.9,0,Dubos
720,CH. PHELAN SEGUR,2011,75cl,Bordeaux,24.8,0,Dubos
721,CH. SERILHAN,2011,75cl,Bordeaux,11.9,0,Dubos
722,CH. TRONQUOY LALANDE,2011,75cl,Bordeaux,19.5,0,Dubos
723,CH. D'ARMAILHAC,2011,75cl,Bordeaux,35.0,0,Dubos
724,CH. CLERC MILON,2011,75cl,Bordeaux,57.0,0,Dubos
725,CH. CROIZET BAGES,2011,75cl,Bordeaux,23.0,0,Dubos
726,CH. DUHART MILON ROTHSCHILD,2011,75cl,Bordeaux,59.0,0,Dubos
727,FLEUR DE PEDESCLAUX,2011,75cl,Bordeaux,13.98,0,Dubos
728,CH. GRAND PUY LACOSTE,2011,75cl,Bordeaux,39.8,0,Dubos
729,CH. HAUT BAGES LIBERAL,2011,75cl,Bordeaux,23.8,0,Dubos
730,CH. HAUT BATAILLEY,2011,75cl,Bordeaux,23.9,0,Dubos
731,LACOSTE BORIE,2011,75cl,Bordeaux,16.8,0,Dubos
732,CH. LYNCH MOUSSAS,2011,75cl,Bordeaux,22.5,0,Dubos
733,CH. MOUTON ROTHSCHILD,2011,75cl,Bordeaux,360.0,0,Dubos
734,CH. PEDESCLAUX,2011,75cl,Bordeaux,24.0,0,Dubos
735,CH. PICHON BARON,2011,75cl,Bordeaux,72.0,0,Dubos
736,CH. BEYCHEVELLE,2011,75cl,Bordeaux,69.0,0,Dubos
737,CH. BRANAIRE DUCRU,2011,75cl,Bordeaux,35.8,0,Dubos
738,CROIX DE BEAUCAILLOU,2011,75cl,Bordeaux,24.0,0,Dubos
739,DULUC DE BRANAIRE DUCRU,2011,75cl,Bordeaux,16.5,0,Dubos
740,CH. LALANDE,2011,75cl,Bordeaux,12.4,0,Dubos
741,CH. LALANDE BORIE,2011,75cl,Bordeaux,14.95,0,Dubos
742,CH. LANGOA BARTON,2011,75cl,Bordeaux,32.5,0,Dubos
743,CH. LEOVILLE BARTON,2011,75cl,Bordeaux,49.5,0,Dubos
744,CH. LEOVILLE LAS CASES,2011,75cl,Bordeaux,112.0,0,Dubos
745,CH. SAINT PIERRE,2011,75cl,Bordeaux,35.0,0,Dubos
746,LE BARON DE BRANE,2011,75cl,Bordeaux,16.5,0,Dubos
747,BLASON D'ISSAN,2011,75cl,Bordeaux,15.5,0,Dubos
748,CH. CANTENAC BROWN,2011,75cl,Bordeaux,32.5,0,Dubos
749,CH. DESMIRAIL,2011,75cl,Bordeaux,20.0,0,Dubos
750,LES HAUTS DU TERTRE,2011,75cl,Bordeaux,14.8,0,Dubos
751,CH. LASCOMBES,2011,75cl,Bordeaux,60.0,0,Dubos
752,CH. MARQUIS D'ALESME BECKER,2011,75cl,Bordeaux,23.0,0,Dubos
753,CH. MONBRISON,2011,75cl,Bordeaux,19.85,0,Dubos
754,LE PAGE DE LA TOUR DE BESSAN,2011,75cl,Bordeaux,9.85,0,Dubos
755,CH. SIRAN,2011,75cl,Bordeaux,16.5,0,Dubos
756,CH. LA TOUR DE BESSAN,2011,75cl,Bordeaux,11.0,0,Dubos
757,LES ALLEES DE CANTEMERLE,2011,75cl,Bordeaux,9.8,0,Dubos
758,CH. BERNADOTTE,2011,75cl,Bordeaux,11.25,0,Dubos
759,CH. CAMBON LA PELOUSE,2011,75cl,Bordeaux,9.6,0,Dubos
760,CH. CANTEMERLE,2011,75cl,Bordeaux,19.5,0,Dubos
761,LA CLOSERIE DE CAMENSAC,2011,75cl,Bordeaux,8.4,0,Dubos
762,LA DEMOISELLE DE SOCIANDO MALLET,2011,75cl,Bordeaux,10.75,0,Dubos
763,LE HAUT-MEDOC DE GISCOURS,2011,75cl,Bordeaux,11.9,0,Dubos
764,LE HAUT-MEDOC DE HAUT-BAGES LIBERAL,2011,75cl,Bordeaux,6.95,0,Dubos
765,HAUT-MEDOC DE MAUCAILLOU,2011,75cl,Bordeaux,6.5,0,Dubos
766,LE HAUT-MEDOC DE MONBRISON,2011,75cl,Bordeaux,8.5,0,Dubos
767,CH. LANESSAN,2011,75cl,Bordeaux,9.5,0,Dubos
768,CH. LARRIVAUX,2011,75cl,Bordeaux,7.3,0,Dubos
769,CH. DE MALLERET,2011,75cl,Bordeaux,7.6,0,Dubos
770,CH. DU MOULIN ROUGE,2011,75cl,Bordeaux,7.5,0,Dubos
771,CH. FOURCAS DUPRE,2011,75cl,Bordeaux,7.95,0,Dubos
772,CH. CAROLINE,2011,75cl,Bordeaux,7.25,0,Dubos
773,CH. MAUVESIN BARTON,2011,75cl,Bordeaux,10.0,0,Dubos
774,CH. POUJEAUX,2011,75cl,Bordeaux,18.0,0,Dubos
775,LA SALLE DE CH. POUJEAUX,2011,75cl,Bordeaux,8.5,0,Dubos
776,CHAPELLE DE POTENSAC,2011,75cl,Bordeaux,7.25,0,Dubos
777,CH. POTENSAC,2011,75cl,Bordeaux,13.4,0,Dubos
778,CH. CARTIER,2011,75cl,Bordeaux,9.9,0,Dubos
779,CH. CHEVAL BLANC,2011,75cl,Bordeaux,475.0,0,Dubos
780,CLOS FOURTET,2011,75cl,Bordeaux,75.0,0,Dubos
781,CH. CORBIN,2011,75cl,Bordeaux,18.0,0,Dubos
782,CH. LA DOMINIQUE,2011,75cl,Bordeaux,26.5,0,Dubos
783,DRAGON DE QUINTUS,2011,75cl,Bordeaux,25.0,0,Dubos
784,L'ESQUISSE DE LA TOUR FIGEAC,2011,75cl,Bordeaux,10.75,0,Dubos
785,CH. GRAND CORBIN DESPAGNE,2011,75cl,Bordeaux,17.0,0,Dubos
786,CH. LANIOTE,2011,75cl,Bordeaux,17.95,0,Dubos
787,MAGREZ FOMBRAUGE,2011,75cl,Bordeaux,80.0,0,Dubos
788,CH. MOULIN SAINT GEORGES,2011,75cl,Bordeaux,21.8,0,Dubos
789,CH. PAVIE MACQUIN,2011,75cl,Bordeaux,45.0,0,Dubos
790,PETIT CHEVAL,2011,75cl,Bordeaux,120.0,0,Dubos
791,CH. QUINTUS,2011,75cl,Bordeaux,96.5,0,Dubos
792,XX DE CORBIN,2011,75cl,Bordeaux,11.0,0,Dubos
793,CHATEAU LA CABANNE,2011,75cl,Bordeaux,28.0,0,Dubos
794,CH. L'EVANGILE,2011,75cl,Bordeaux,98.0,0,Dubos
795,CH. NENIN,2011,75cl,Bordeaux,31.0,0,Dubos
796,CH. PETIT VILLAGE,2011,75cl,Bordeaux,42.0,0,Dubos
797,CH. ROUGET,2011,75cl,Bordeaux,25.4,0,Dubos
798,CH. CANON PECRESSE,2011,75cl,Bordeaux,8.65,0,Dubos
799,CH. BROWN ROUGE,2011,75cl,Bordeaux,14.5,0,Dubos
800,CH. CARBONNIEUX,2011,75cl,Bordeaux,26.5,0,Dubos
801,LA CHAPELLE DE LA MISSION,2011,75cl,Bordeaux,48.0,0,Dubos
802,LES CHENES DE BOUSCAUT ROUGE,2011,75cl,Bordeaux,9.6,0,Dubos
803,LE CLARENCE DE HAUT BRION,2011,75cl,Bordeaux,72.0,0,Dubos
804,LE DAUPHIN D'OLIVIER,2011,75cl,Bordeaux,10.5,0,Dubos
805,CH. LESPAULT MARTILLAC,2011,75cl,Bordeaux,15.75,0,Dubos
806,CH. OLIVIER,2011,75cl,Bordeaux,18.5,0,Dubos
807,CH. PAPE CLEMENT,2011,75cl,Bordeaux,68.0,0,Dubos
808,LA PARDE DE HAUT BAILLY,2011,75cl,Bordeaux,16.8,0,Dubos
809,LA RESERVE DE MALARTIC,2011,75cl,Bordeaux,10.5,0,Dubos
810,CHARTREUSE DE COUTET,2011,75cl,Bordeaux,12.95,0,Dubos
811,CH. COUTET,2011,75cl,Bordeaux,42.0,0,Dubos
812,CARMES DE RIEUSSEC,2011,75cl,Bordeaux,14.5,0,Dubos
813,CH. GUIRAUD,2011,75cl,Bordeaux,48.0,0,Dubos
814,CH. SIGALAS RABAUD,2011,75cl,Bordeaux,28.5,0,Dubos
815,CH. SUDUIRAUT,2011,75cl,Bordeaux,45.0,0,Dubos
816,CH. D'YQUEM,2011,75cl,Bordeaux,250.0,0,Dubos
817,CH. D'AIGUILHE,2011,75cl,Bordeaux,13.0,0,Dubos
818,SAINT JACQUES DE SIRAN,2011,75cl,Bordeaux,4.95,0,Dubos
819,AILE D'ARGENT,2011,75cl,Bordeaux,48.0,0,Dubos
820,CH. COS LABORY,2012,75cl,Bordeaux,19.4,0,Dubos
821,FRANK PHELAN,2012,75cl,Bordeaux,13.1,0,Dubos
822,CH. HAUT MARBUZET,2012,75cl,Bordeaux,23.0,0,Dubos
823,LES HAUTS DE PEZ,2012,75cl,Bordeaux,8.75,0,Dubos
824,CH. LAFON ROCHET,2012,75cl,Bordeaux,29.5,0,Dubos
825,CH. LILIAN LADOUYS,2012,75cl,Bordeaux,13.5,0,Dubos
826,MARQUIS DE CALON,2012,75cl,Bordeaux,14.25,0,Dubos
827,CH. MONTROSE,2012,75cl,Bordeaux,59.8,0,Dubos
828,CH. ORMES DE PEZ,2012,75cl,Bordeaux,17.0,0,Dubos
829,CH. PHELAN SEGUR,2012,75cl,Bordeaux,23.5,0,Dubos
830,CH. CROIZET BAGES,2012,75cl,Bordeaux,21.8,0,Dubos
831,CH. DUHART MILON ROTHSCHILD,2012,75cl,Bordeaux,53.0,0,Dubos
832,ECHO DE LYNCH BAGES,2012,75cl,Bordeaux,25.0,0,Dubos
833,FLEUR DE PEDESCLAUX,2012,75cl,Bordeaux,13.98,0,Dubos
834,CH. GRAND PUY LACOSTE,2012,75cl,Bordeaux,38.5,0,Dubos
835,CH. HAUT BAGES LIBERAL,2012,75cl,Bordeaux,22.5,0,Dubos
836,LACOSTE BORIE,2012,75cl,Bordeaux,16.0,0,Dubos
837,CH. LYNCH BAGES,2012,75cl,Bordeaux,83.0,0,Dubos
838,CH. LYNCH MOUSSAS,2012,75cl,Bordeaux,21.8,0,Dubos
839,CH. MOUTON ROTHSCHILD,2012,75cl,Bordeaux,350.0,0,Dubos
840,CH. PEDESCLAUX,2012,75cl,Bordeaux,24.0,0,Dubos
841,PETIT MOUTON,2012,75cl,Bordeaux,152.0,0,Dubos
842,CH. PONTET CANET,2012,75cl,Bordeaux,68.0,0,Dubos
843,CH. BEYCHEVELLE,2012,75cl,Bordeaux,62.0,0,Dubos
844,CH. BRANAIRE DUCRU,2012,75cl,Bordeaux,33.0,0,Dubos
845,CLOS DU MARQUIS,2012,75cl,Bordeaux,34.8,0,Dubos
846,CROIX DE BEAUCAILLOU,2012,75cl,Bordeaux,24.0,0,Dubos
847,CH. DUCRU BEAUCAILLOU,2012,75cl,Bordeaux,85.0,0,Dubos
848,DULUC DE BRANAIRE DUCRU,2012,75cl,Bordeaux,15.6,0,Dubos
849,LES FIEFS DE LAGRANGE,2012,75cl,Bordeaux,14.5,0,Dubos
850,CH. GLORIA,2012,75cl,Bordeaux,21.8,0,Dubos
851,CH. LAGRANGE,2012,75cl,Bordeaux,26.0,0,Dubos
852,CH. LALANDE,2012,75cl,Bordeaux,12.4,0,Dubos
853,CH. LANGOA BARTON,2012,75cl,Bordeaux,32.5,0,Dubos
854,CH. LEOVILLE BARTON,2012,75cl,Bordeaux,49.5,0,Dubos
855,CH. SAINT PIERRE,2012,75cl,Bordeaux,32.0,0,Dubos
856,ALTER EGO DE PALMER,2012,75cl,Bordeaux,51.0,0,Dubos
857,LE BARON DE BRANE,2012,75cl,Bordeaux,16.5,0,Dubos
858,BLASON D'ISSAN,2012,75cl,Bordeaux,15.5,0,Dubos
859,BRIO DU CH. CANTENAC BROWN,2012,75cl,Bordeaux,17.4,0,Dubos
860,CH. CANTENAC BROWN,2012,75cl,Bordeaux,29.6,0,Dubos
861,CH. DESMIRAIL,2012,75cl,Bordeaux,19.4,0,Dubos
862,CH. GISCOURS,2012,75cl,Bordeaux,35.0,0,Dubos
863,CH. LA GURGUE,2012,75cl,Bordeaux,14.5,0,Dubos
864,LES HAUTS DU TERTRE,2012,75cl,Bordeaux,13.95,0,Dubos
865,CH. LASCOMBES,2012,75cl,Bordeaux,60.0,0,Dubos
866,CH. MARGAUX,2012,75cl,Bordeaux,360.0,0,Dubos
867,CH. MARQUIS D'ALESME BECKER,2012,75cl,Bordeaux,23.0,0,Dubos
868,CH. MONBRISON,2012,75cl,Bordeaux,17.5,0,Dubos
869,LE PAGE DE LA TOUR DE BESSAN,2012,75cl,Bordeaux,9.85,0,Dubos
870,CH. PRIEURE LICHINE,2012,75cl,Bordeaux,25.0,0,Dubos
871,CH. SIRAN,2012,75cl,Bordeaux,14.5,0,Dubos
872,S DE SIRAN,2012,75cl,Bordeaux,11.0,0,Dubos
873,CH. LA TOUR DE BESSAN,2012,75cl,Bordeaux,11.0,0,Dubos
874,LES ALLEES DE CANTEMERLE,2012,75cl,Bordeaux,9.25,0,Dubos
875,BEL AIR DE SIRAN,2012,75cl,Bordeaux,5.95,0,Dubos
876,CH. DE CANDALE,2012,75cl,Bordeaux,9.25,0,Dubos
877,CH. CANTEMERLE,2012,75cl,Bordeaux,18.5,0,Dubos
878,CH. CHARMAIL,2012,75cl,Bordeaux,10.95,0,Dubos
879,LA CLOSERIE DE CAMENSAC,2012,75cl,Bordeaux,8.4,0,Dubos
880,LA DEMOISELLE DE SOCIANDO MALLET,2012,75cl,Bordeaux,10.75,0,Dubos
881,LE HAUT-MEDOC DE HAUT-BAGES LIBERAL,2012,75cl,Bordeaux,7.2,0,Dubos
882,HAUT-MEDOC DE MAUCAILLOU,2012,75cl,Bordeaux,6.5,0,Dubos
883,LE HAUT-MEDOC DE MONBRISON,2012,75cl,Bordeaux,8.5,0,Dubos
884,L'HERITAGE DE CHASSE SPLEEN,2012,75cl,Bordeaux,9.85,0,Dubos
885,CH. LA LAGUNE,2012,75cl,Bordeaux,36.8,0,Dubos
886,CH. LANESSAN,2012,75cl,Bordeaux,9.2,0,Dubos
887,CH. LARRIVAUX,2012,75cl,Bordeaux,7.25,0,Dubos
888,L'ORME DE RAUZAN GASSIES,2012,75cl,Bordeaux,9.5,0,Dubos
889,CH. SENEJAC,2012,75cl,Bordeaux,8.25,0,Dubos
890,CH. LA TOUR CARNET,2012,75cl,Bordeaux,22.8,0,Dubos
891,CH. FOURCAS DUPRE,2012,75cl,Bordeaux,7.95,0,Dubos
892,CH. CHASSE SPLEEN,2012,75cl,Bordeaux,21.0,0,Dubos
893,CH. MAUCAILLOU,2012,75cl,Bordeaux,14.5,0,Dubos
894,CH. MAUVESIN BARTON,2012,75cl,Bordeaux,10.0,0,Dubos
895,CH. POUJEAUX,2012,75cl,Bordeaux,17.5,0,Dubos
896,LA SALLE DE CH. POUJEAUX,2012,75cl,Bordeaux,8.4,0,Dubos
897,CHAPELLE DE POTENSAC,2012,75cl,Bordeaux,6.95,0,Dubos
898,CH. LES GRANDS CHENES,2012,75cl,Bordeaux,9.7,0,Dubos
899,CH. POTENSAC,2012,75cl,Bordeaux,12.95,0,Dubos
900,CH. CANON,2012,75cl,Bordeaux,55.0,0,Dubos
901,CLOS FOURTET,2012,75cl,Bordeaux,78.0,0,Dubos
902,CH. CORBIN,2012,75cl,Bordeaux,18.9,0,Dubos
903,CH. COTE DE BALEAU,2012,75cl,Bordeaux,13.9,0,Dubos
904,CH. LA CROIX FIGEAC,2012,75cl,Bordeaux,12.5,0,Dubos
905,CH. DASSAULT,2012,75cl,Bordeaux,19.65,0,Dubos
906,CH. LA DOMINIQUE,2012,75cl,Bordeaux,28.0,0,Dubos
907,DRAGON DE QUINTUS,2012,75cl,Bordeaux,18.5,0,Dubos
908,CH. FONROQUE,2012,75cl,Bordeaux,16.0,0,Dubos
909,CH. GRAND CORBIN DESPAGNE,2012,75cl,Bordeaux,16.2,0,Dubos
910,CH. LANIOTE,2012,75cl,Bordeaux,17.95,0,Dubos
911,MAGREZ FOMBRAUGE,2012,75cl,Bordeaux,80.0,0,Dubos
912,PETIT CHEVAL,2012,75cl,Bordeaux,115.0,0,Dubos
913,CH. LE PRIEURE,2012,75cl,Bordeaux,22.0,0,Dubos
914,CH. QUINTUS,2012,75cl,Bordeaux,72.0,0,Dubos
915,XX DE CORBIN,2012,75cl,Bordeaux,10.9,0,Dubos
916,CHATEAU LA CABANNE,2012,75cl,Bordeaux,28.0,0,Dubos
917,CH. LA CROIX DU CASSE,2012,75cl,Bordeaux,17.8,0,Dubos
918,CH. L'EVANGILE,2012,75cl,Bordeaux,100.0,0,Dubos
919,CH. FAYAT,2012,75cl,Bordeaux,18.5,0,Dubos
920,CH. LE GAY,2012,75cl,Bordeaux,56.0,0,Dubos
921,MANOIR DE GAY,2012,75cl,Bordeaux,15.0,0,Dubos
922,CH. NENIN,2012,75cl,Bordeaux,32.0,0,Dubos
923,PETRUS,2012,75cl,Bordeaux,1960.0,0,Dubos
924,CH. LA POINTE,2012,75cl,Bordeaux,24.5,0,Dubos
925,CH. ROUGET,2012,75cl,Bordeaux,26.0,0,Dubos
926,CH. TAILLEFER,2012,75cl,Bordeaux,13.95,0,Dubos
927,CH. BOUSCAUT ROUGE,2012,75cl,Bordeaux,20.0,0,Dubos
928,CH. BROWN ROUGE,2012,75cl,Bordeaux,14.25,0,Dubos
929,LA CHAPELLE DE LA MISSION,2012,75cl,Bordeaux,38.0,0,Dubos
930,LES CHENES DE BOUSCAUT ROUGE,2012,75cl,Bordeaux,9.6,0,Dubos
931,LE DAUPHIN D'OLIVIER,2012,75cl,Bordeaux,9.98,0,Dubos
932,CH. FERRAN ROUGE,2012,75cl,Bordeaux,8.95,0,Dubos
933,CH. HAUT BRION,2012,75cl,Bordeaux,365.0,0,Dubos
934,CH. LESPAULT-MARTILLAC,2012,75cl,Bordeaux,15.9,0,Dubos
935,CH. LA MISSION HAUT BRION,2012,75cl,Bordeaux,165.0,0,Dubos
936,CH. OLIVIER,2012,75cl,Bordeaux,18.2,0,Dubos
937,CH. BROWN BLANC,2012,75cl,Bordeaux,18.5,0,Dubos
938,CH. CARBONNIEUX BLANC,2012,75cl,Bordeaux,21.8,0,Dubos
939,LE DAUPHIN D'OLIVIER,2012,75cl,Bordeaux,10.75,0,Dubos
940,CH. HAUT BRION,2012,75cl,Bordeaux,695.0,0,Dubos
941,CLOS FLORIDENE ROUGE,2012,75cl,Bordeaux,10.9,0,Dubos
942,CH. CLIMENS,2012,75cl,Bordeaux,42.5,0,Dubos
943,CH. COUTET,2012,75cl,Bordeaux,31.0,0,Dubos
944,CH. DOISY DAENE,2012,75cl,Bordeaux,27.0,0,Dubos
945,CARMES DE RIEUSSEC,2012,75cl,Bordeaux,14.5,0,Dubos
946,CH. SIGALAS RABAUD,2012,75cl,Bordeaux,28.0,0,Dubos
947,SAINT JACQUES DE SIRAN,2012,75cl,Bordeaux,4.95,0,Dubos
948,OPUS ONE,2012,75cl,Napa,215.0,0,Dubos
949,CH. CALON SEGUR,2013,75cl,Bordeaux,65.0,0,Dubos
950,CH. CAPBERN GASQUETON,2013,75cl,Bordeaux,11.5,0,Dubos
951,LA DAME DE MONTROSE,2013,75cl,Bordeaux,20.0,0,Dubos
952,CH. DOMEYNE,2013,75cl,Bordeaux,10.6,0,Dubos
953,FRANK PHELAN,2013,75cl,Bordeaux,13.1,0,Dubos
954,CH. HAUT MARBUZET,2013,75cl,Bordeaux,22.5,0,Dubos
955,CH. LILIAN LADOUYS,2013,75cl,Bordeaux,11.6,0,Dubos
956,CH. MONTROSE,2013,75cl,Bordeaux,57.6,0,Dubos
957,CH. ORMES DE PEZ,2013,75cl,Bordeaux,15.9,0,Dubos
958,CH. PHELAN SEGUR,2013,75cl,Bordeaux,21.4,0,Dubos
959,CH. CLERC MILON,2013,75cl,Bordeaux,48.0,0,Dubos
960,CH. CROIZET BAGES,2013,75cl,Bordeaux,20.8,0,Dubos
961,ECHO DE LYNCH BAGES,2013,75cl,Bordeaux,21.0,0,Dubos
962,FLEUR DE PEDESCLAUX,2013,75cl,Bordeaux,13.6,0,Dubos
963,CH. GRAND PUY DUCASSE,2013,75cl,Bordeaux,22.8,0,Dubos
964,CH. GRAND PUY LACOSTE,2013,75cl,Bordeaux,33.0,0,Dubos
965,CH. HAUT BATAILLEY,2013,75cl,Bordeaux,21.9,0,Dubos
966,LACOSTE BORIE,2013,75cl,Bordeaux,14.5,0,Dubos
967,CH. LAFITE ROTHSCHILD,2013,75cl,Bordeaux,375.0,0,Dubos
968,CH. LYNCH BAGES,2013,75cl,Bordeaux,72.0,0,Dubos
969,CH. MOUTON ROTHSCHILD,2013,75cl,Bordeaux,315.0,0,Dubos
970,CH. PEDESCLAUX,2013,75cl,Bordeaux,19.0,0,Dubos
971,PETIT MOUTON,2013,75cl,Bordeaux,140.0,0,Dubos
972,CH. PICHON BARON,2013,75cl,Bordeaux,65.0,0,Dubos
973,CH. PONTET CANET,2013,75cl,Bordeaux,63.0,0,Dubos
974,CH. BRANAIRE DUCRU,2013,75cl,Bordeaux,28.0,0,Dubos
975,CH. DUCRU BEAUCAILLOU,2013,75cl,Bordeaux,79.0,0,Dubos
976,LES FIEFS DE LAGRANGE,2013,75cl,Bordeaux,14.5,0,Dubos
977,CH. GLORIA,2013,75cl,Bordeaux,20.6,0,Dubos
978,CH. LALANDE,2013,75cl,Bordeaux,11.4,0,Dubos
979,CH. LALANDE BORIE,2013,75cl,Bordeaux,14.35,0,Dubos
980,CH. LANGOA BARTON,2013,75cl,Bordeaux,30.0,0,Dubos
981,CH. LEOVILLE BARTON,2013,75cl,Bordeaux,45.0,0,Dubos
982,CH. SAINT PIERRE,2013,75cl,Bordeaux,28.8,0,Dubos
983,ALTER EGO DE PALMER,2013,75cl,Bordeaux,39.8,0,Dubos
984,LE BARON DE BRANE,2013,75cl,Bordeaux,14.5,0,Dubos
985,BLASON D'ISSAN,2013,75cl,Bordeaux,14.5,0,Dubos
986,CH. BOYD CANTENAC,2013,75cl,Bordeaux,32.0,0,Dubos
987,BRIO DU CH. CANTENAC BROWN,2013,75cl,Bordeaux,15.5,0,Dubos
988,CH. CANTENAC BROWN,2013,75cl,Bordeaux,25.0,0,Dubos
989,CH. DESMIRAIL,2013,75cl,Bordeaux,18.25,0,Dubos
990,CH. GISCOURS,2013,75cl,Bordeaux,32.9,0,Dubos
991,CH. LA GURGUE,2013,75cl,Bordeaux,12.0,0,Dubos
992,LES HAUTS DU TERTRE,2013,75cl,Bordeaux,13.25,0,Dubos
993,CH. D'ISSAN,2013,75cl,Bordeaux,31.0,0,Dubos
994,CH. KIRWAN,2013,75cl,Bordeaux,23.0,0,Dubos
995,CH. LASCOMBES,2013,75cl,Bordeaux,44.5,0,Dubos
996,CH. MARGAUX,2013,75cl,Bordeaux,310.0,0,Dubos
997,CH. MONBRISON,2013,75cl,Bordeaux,15.95,0,Dubos
998,CH. RAUZAN SEGLA,2013,75cl,Bordeaux,40.0,0,Dubos
999,CH. SIRAN,2013,75cl,Bordeaux,13.95,0,Dubos
1000,LA SIRENE DE GISCOURS,2013,75cl,Bordeaux,17.8,0,Dubos
1001,S DE SIRAN,2013,75cl,Bordeaux,10.5,0,Dubos
1002,CH. DU TERTRE,2013,75cl,Bordeaux,24.0,0,Dubos
1003,CH. LA TOUR DE BESSAN,2013,75cl,Bordeaux,10.6,0,Dubos
1004,LES ALLEES DE CANTEMERLE,2013,75cl,Bordeaux,9.0,0,Dubos
1005,CH. CANTEMERLE,2013,75cl,Bordeaux,17.5,0,Dubos
1006,LA CLOSERIE DE CAMENSAC,2013,75cl,Bordeaux,8.25,0,Dubos
1007,LE HAUT-MEDOC DE GISCOURS,2013,75cl,Bordeaux,10.8,0,Dubos
1008,HAUT-MEDOC DE MAUCAILLOU,2013,75cl,Bordeaux,6.35,0,Dubos
1009,L'HERITAGE DE CHASSE SPLEEN,2013,75cl,Bordeaux,9.25,0,Dubos
