,Item Code,Item Name,Stock ,Unit,Trade,Format,RATING,SCORES
1086,RF2BER1312013,Olivier Bernstein Chambertin Grand Cru 2013,54,BOTTLE,"$3,500 ",750ML,Burg,93-96
1087,RF2BOI1412009,Henri Boillot Volnay 1er Cru Les Caillerets 2009,3,BOTTLE,$750 ,750ML,Burg,93
1088,RF2BOU0211978,Bouchard Beaune Greves Vigne de L'Enfant Jesus 1978,12,BOTTLE,"$2,950 ",750ML,,
1089,RF2BOU0411998-OWC6,Bouchard Pere et Fils La Romanee 1998 (owc6),6,BOTTLE,"$5,900 ",750ML,,
1090,RF2BOU0412005,Bouchard Pere et Fils La Romanee 2005,5,BOTTLE,"$16,900 ",750ML,AWL,95
1091,RF2BOU0412005-A-OWC6,"Bouchard Pere et Fils La Romanee 2005 (US Label, owc6)",6,BOTTLE,"$16,800 ",750ML,AWL,95
1092,RF2BOU0422003,Bouchard Pere et Fils La Romanee 2003,1,BOTTLE,"$22,900 ",1.5L,AWL,95
1093,RF2BOU1611926-A,Bouchard Pere Fils Volnay Caillerets Ancienne Carnot1926(US),1,BOTTLE,"$7,980 ",750ML,AWL,90
1094,RF2BOU1611926-CD,Bouchard Pere et Fils Volnay Caillerets Ancienne C 1926 (CD),1,BOTTLE,"$7,980 ",750ML,AWL,90
1095,RF2BOU2111988-A,Bouchard Mazis Chambertin Hospice de Beaune MadeleineC88(US),21,BOTTLE,"$2,150 ",750ML,AWL,90
1096,RF2BOY0111929-LL,R Boyer Musigny Grand Cru 1929 (Low Level),1,BOTTLE,"$13,900 ",750ML,,
1097,RF2BUR0212009,Alain Burguet Chambertin Clos de Beze Grand Cru 2009,16,BOTTLE,"$1,500 ",750ML,,
1098,RF2CLA1212008,Bruno Clair Gevrey Chambertin 1er Cru Clos St. Jacques 2008,17,BOTTLE,"$1,190 ",750ML,,
1099,RF2CLA2612008,Bruno Clair Bonnes Mares Grand Cru 2008,1,BOTTLE,"$1,550 ",750ML,Burg,93
1100,RF2DAM0112000-EX,Pierre Damoy Chambertin Clos de Beze 2000 (ex-Domaine),7,BOTTLE,"$1,690 ",750ML,,
1101,RF2DAM0112010,Pierre Damoy Chambertin Clos de Beze 2010,6,BOTTLE,"$1,980 ",750ML,,
1102,RF2DAM0112010-OC12,Pierre Damoy Chambertin Clos de Beze 2010 (oc12),12,BOTTLE,"$1,980 ",750ML,Burg,93
1103,RF2DAM0212009,Pierre Damoy Chambertin 2009,10,BOTTLE,"$1,980 ",750ML,,
1104,RF2DAM0212010,Pierre Damoy Chambertin 2010,12,BOTTLE,"$1,980 ",750ML,,
1105,RF2DAM0212010-OC12,Pierre Damoy Chambertin 2010 (oc12),12,BOTTLE,"$1,980 ",750ML,Burg,92-95
1106,RF2DAM0242008-OC2,Pierre Damoy Chambertin 2008 (oc2),2,BOTTLE,"$5,900 ",3L,Burg,93
1107,RF2DAM0412006,Pierre Damoy Chambertin Clos de Beze Vieilles Vignes 2006,2,BOTTLE,"$2,500 ",750ML,Burg,91-94
1108,RF2DAU0311983,Clair Dau Gevrey Chambertin Clos St Jacques 1983,9,BOTTLE,"$2,800 ",750ML,,
1109,RF2DRC0111934,DRC Romanee Conti 1934,2,BOTTLE,"$198,000 ",750ML,,
1110,RF2DRC0111937,DRC Romanee Conti 1937,1,BOTTLE,"$198,000 ",750ML,,
1111,RF2DRC0111976-CC-A,"DRC Romanee Conti 1976 (Cut Capsule, US Label)",1,BOTTLE,"$75,000 ",730ML,,
1112,RF2DRC0111976-WSL,DRC Romanee Conti 1976 (Wine Stain Label),1,BOTTLE,"$75,000 ",730ML,,
1113,RF2DRC0111985-CC,DRC Romanee Conti 1985 (Cut Capsule),1,BOTTLE,"$135,000 ",750ML,Burg,94
1114,RF2DRC0211937-L,DRC La Tache 1937 (Label Damage),1,BOTTLE,"$99,000 ",750ML,Burg,97
1115,RF2DRC0211991-A,DRC La Tache 1991 (US Label),1,BOTTLE,"$25,900 ",750ML,Burg,96
1116,RF2DRC0212009-A,DRC La Tache 2009 (US Label),2,BOTTLE,"$25,900 ",750ML,Burg,98
1117,RF2DRC0212012-OWC6,DRC La Tache 2012 (owc6),6,BOTTLE,"$26,900 ",750ML,,
1118,RF2DRC0222003-WSL-A,"DRC La Tache 2003 (Wine Stain Label, US Label)",1,BOTTLE,"$43,000 ",1.5L,Burg,95
1119,RF2DRC0311999,DRC Romanee St. Vivant 1999,2,BOTTLE,"$11,500 ",750ML,Burg,91
1120,RF2DRC0411959-LD-LL,"DRC Richebourg 1959 (Label Damage, Low Level)",1,BOTTLE,"$38,500 ",750ML,Burg,94
1121,RF2DRC0411990-A-LD,"DRC Richebourg 1990 (Us Label, Label Damage)",2,BOTTLE,"$23,500 ",750ML,Burg,95
1122,RF2DRC0411999,DRC Richebourg 1999,6,BOTTLE,"$19,500 ",750ML,,
1123,RF2DRC0811947,DRC Grands Echezeaux 1947,1,BOTTLE,"$21,800 ",750ML,,
1124,RF2DRC0821993-A,DRC Grands Echezeaux 1993 (US Label),1,BOTTLE,"$25,000 ",1.5L,,
1125,RF2DRO0422011,Joseph Drouhin Vosne Romanee 1er Cru Petits Monts 2011,4,BOTTLE,"$4,200 ",1.5L,Burg,92
1126,RF2DRO0442011-OWC1,Joseph Drouhin Vosne Romanee 1er Cru Petits Monts 2011(owc1),1,BOTTLE,"$8,500 ",3L,Burg,92
1127,RF2DUG0612007,Dugat-Py Pommard La Levriere Vieilles Vignes 2007,12,BOTTLE,"$1,250 ",750ML,Burg,89-92
1128,RF2DUG0712011,Dugat-Py Mazis Chambertin Grand Cru 2011,6,BOTTLE,"$5,500 ",750ML,Burg,95
1129,RF2DUG1212008,Dugat-Py Gevrey Chambertin 1er Cru Petite Chapelle 2008,2,BOTTLE,"$1,950 ",750ML,Burg,91
1130,RF2DUG1212010,Dugat-Py Gevrey Chambertin 1er Cru Petite Chapelle 2010,1,BOTTLE,"$2,090 ",750ML,Burg,93
1131,RF2DUG1212011,Dugat-Py Gevrey Chambertin 1er Cru Petite Chapelle 2011,36,BOTTLE,"$2,095 ",750ML,Burg,91-93
1132,RF2DUG1212011-OC12,Dugat-Py Gevrey Chambertin 1er Cru Petite Chapelle 11 (oc12),12,BOTTLE,"$2,095 ",750ML,Burg,91-93
1133,RF2DUG1311996-LD,Dugat-Py Charmes Chambertin Grand Cru 1996 (Label Damage),1,BOTTLE,"$4,100 ",750ML,,
1134,RF2DUG1311999,Dugat-Py Charmes Chambertin Grand Cru 1999,6,BOTTLE,"$3,980 ",750ML,,
1135,RF2DUG1411999-A,Claude Dugat Charmes Chambertin Grand Cru 1999 (US),7,BOTTLE,"$4,900 ",750ML,,
1136,RF2DUG1412001-OC12,Claude Dugat Charmes Chambertin Grand Cru 2001 (oc12),12,BOTTLE,"$2,880 ",750ML,,
1137,RF2DUG1412003,Claude Dugat Charmes Chambertin Grand Cru 2003,2,BOTTLE,"$4,500 ",750ML,,
1138,RF2DUG1612009,Dugat-Py Chambertin Grand Cru 2009,1,BOTTLE,"$16,900 ",750ML,,
1139,RF2DUG1812008,Dugat-Py Mazoyeres Chambertin Grand Cru 2008,3,BOTTLE,"$3,300 ",750ML,Burg,96
1140,RF2DUG1812011,Dugat-Py Mazoyeres Chambertin Grand Cru 2011,6,BOTTLE,"$3,950 ",750ML,,
1141,RF2DUG2212011,Dugat-Py Gevrey Chambertin 1er Cru Champeaux 2011,27,BOTTLE,"$2,095 ",750ML,Burg,92-94
1142,RF2DUG2212011-OC12,Dugat-Py Gevrey Chambertin 1er Cru Champeaux 2011 (oc12),12,BOTTLE,"$2,095 ",750ML,Burg,92-94
1143,RF2DUG2312000-A,Claude Dugat Griotte Chambertin 2000 (US label),2,BOTTLE,"$5,900 ",750ML,Burg,92
1144,RF2DUG2312000-OC12,Claude Dugat Griotte Chambertin 2000 (oc12),12,BOTTLE,"$5,950 ",750ML,Burg,92
1145,RF2DUG2312005-A,Claude Dugat Griotte Chambertin 2005 (US Label),6,BOTTLE,"$8,800 ",750ML,,
1146,RF2DUJ0111989,Domaine Dujac Clos de la Roche 1989,1,BOTTLE,"$8,900 ",750ML,,
1147,RF2DUJ0111989-LD,Domaine Dujac Clos de la Roche 1989 (Label Damage),1,BOTTLE,"$8,700 ",750ML,,
1148,RF2DUJ0112005,Domaine Dujac Clos de la Roche 2005,4,BOTTLE,"$5,950 ",750ML,Burg,95
1149,RF2DUJ0112009,Domaine Dujac Clos de la Roche 2009,9,BOTTLE,"$5,300 ",750ML,Burg,95
1150,RF2DUJ0612010,Domaine Dujac Vosne Romanee 1er Cru Les Beaumonts 2010,4,BOTTLE,"$1,900 ",750ML,Burg,93
1151,RF2DUJ1512008,Domaine Dujac Morey St.Denis Premier Cru 2008,1,BOTTLE,$890 ,750ML,Burg,90
1152,RF2ENG0511998,Rene Engel Grands Echezeaux 1998,1,BOTTLE,"$4,950 ",750ML,,
1153,RF2FAI0411971-A,Domaine Faiveley Chambertin Clos de Beze 1971 (US Label),2,BOTTLE,"$12,500 ",750ML,AWL,90
1154,RF2FAI0412007-J-LD,"Domaine Faiveley Chambertin Clos de Beze 2007 (J, LD)",1,BOTTLE,"$1,400 ",750ML,AWL,90
1155,RF2FAI0412008-J-LD,"Domaine Faiveley Chambertin Clos de Beze 2008 (J, LD) ",1,BOTTLE,"$1,600 ",750ML,,
1156,RF2FAI0511976-OWC12,Domaine Faiveley Musigny 1976 (owc12),12,BOTTLE,"$16,900 ",750ML,Burg,88
1157,RF2FAI0511995,Domaine Faiveley Musigny 1995,1,BOTTLE,"$15,900 ",750ML,AWL,90
1158,RF2FAI0511996,Domaine Faiveley Musigny 1996,1,BOTTLE,"$15,900 ",750ML,AWL,90
1159,RF2FAI0512001,Domaine Faiveley Musigny 2001,4,BOTTLE,"$15,900 ",750ML,Burg,93-96
1160,RF2FAI0512005,Domaine Faiveley Musigny 2005,2,BOTTLE,"$29,800 ",750ML,AWL,90
1161,RF2FAI0512007,Domaine Faiveley Musigny 2007,2,BOTTLE,"$13,900 ",750ML,Burg,94
1162,RF2FAI0512009,Domaine Faiveley Musigny 2009,1,BOTTLE,"$26,900 ",750ML,,
1163,RF2FAI0512010,Domaine Faiveley Musigny 2010,1,BOTTLE,"$26,900 ",750ML,,
1164,RF2FAI0512011-OWC1,Domaine Faiveley Musigny 2011 (owc1),1,BOTTLE,"$16,900 ",750ML,,
1165,RF2FAI0711989-A,Domaine Faiveley Corton Grand Cru Clos des Cortons 1989 (US),1,BOTTLE,"$1,250 ",750ML,,
1166,RF2FAI1212007,Domaine Faiveley NSG 1er Cru Les Damodes 2007,1,BOTTLE,$460 ,750ML,,
1167,RF2FAI4412009,Faiveley Mazis C. Hospices de Beaune Madeleine Collignon 09,6,BOTTLE,"$1,980 ",750ML,,
1168,RF2FAI4412009-OWC6,Faiveley Mazis C. Hospices de Beaune Madeleine Collignon 09,12,BOTTLE,"$1,980 ",750ML,,
1169,RF2FAI4442009-OWC1,Faiveley Mazis C. Hospices de Beaune Madeleine Collignon 09,1,BOTTLE,"$11,900 ",3L,,
1170,RF2FAI4612009,Faiveley Clos d. Roche H. de Beaune Georges Kritter 09(owc6),5,BOTTLE,"$2,150 ",750ML,,
1171,RF2FAI4612009-OWC6,Faiveley Clos d. Roche H. de Beaune Georges Kritter 09(owc6),12,BOTTLE,"$2,150 ",750ML,,
1172,RF2FOU0212004,Fourrier Gevrey Chambertin 1er Cru Clos St. Jacques 2004,1,BOTTLE,"$2,090 ",750ML,,
1173,RF2FOU0712005,Fourrier Griotte Chambertin Grand Cru 2005,1,BOTTLE,"$8,500 ",750ML,,
1174,RF2FOU0812004,Fourrier Gevrey Chambertin 1er Cru Chammpeaux 2004,10,BOTTLE,"$1,390 ",750ML,,
1175,RF2GAU0111964-LD,Michel Gaunoux Pommard Grands Epenots 1964 (Label Damage),3,BOTTLE,"$3,850 ",750ML,,
1176,RF2GIR4611971-EX,Camille Giroud Corton 1971 (ex-domaine),1,BOTTLE,"$2,800 ",750ML,,
1177,RF2GIR4811991,Camille Giroud Echezeaux 1991 (ex-Domaine),3,BOTTLE,"$2,250 ",750ML,,
1178,RF2GRI0412006,Jean Grivot Clos Vougeot 2006 ,10,BOTTLE,$950 ,750ML,,
1179,RF2GRI0421989,Jean Grivot Clos Vougeot 1989,2,BOTTLE,"$5,950 ",1.5L,,
1180,RF2GRI0511991,Jean Grivot Richebourg 1991,2,BOTTLE,"$4,900 ",750ML,,
1181,RF2GRI0511993-LD,Jean Grivot Richebourg 1993 (Label Damage),1,BOTTLE,"$4,900 ",750ML,,
1182,RF2GRI0511999,Jean Grivot Richebourg 1999,3,BOTTLE,"$5,900 ",750ML,,
1183,RF2GRI1111934-CD-EX-A,"Fernand Grivelet Bonnes Mares 1934 (CD, Ex-Doris Duke,US)",1,BOTTLE,"$17,000 ",750ML,,
1184,RF2GRI1111934-LL-EX-A,"Fernand Grivelet Bonnes Mares 1934 (LL, Ex-Doris Duke,US)",2,BOTTLE,"$8,900 ",750ML,,
1185,RF2HOS0311985,Hospices de Beaune Mazis Chambertin Madeleine C Leroy 1985,2,BOTTLE,"$19,800 ",750ML,,
1186,RF2HOS1312010-S,Hospices de Beaune Volnay 1C Santenots C.Gauvain 2010(PRG),54,BOTTLE,$499 ,750ML,,
1187,RF2HOS1612010,Hospices de Beaune Corton GC Cuvee Charlotte Dumay 2010(AWL),36,BOTTLE,$665 ,750ML,,
1188,RF2HOS1622010,Hospices de Beaune Corton GC C.Charlotte Dumay 2010(AWL),22,BOTTLE,"$1,350 ",1.5L,,
1189,RF2HOS1642010,Hospices de Beaune Corton GC C.Charlotte Dumay 2010(AWL),8,BOTTLE,"$2,690 ",3L,,
1190,RF2HOS2012011,Hospices de Beaune Mazis Chambertin Madeleine C 2011 (AWL),100+,BOTTLE,"$1,790 ",750ML,,
1191,RF2HOS2212010,Hospices de Beaune Beaune Clos des Avaux 2010 (AWL),100+,BOTTLE,$490 ,750ML,,
1192,RF2HOS2312011,Hospices de Beaune Greves Pierre Floquet 2011 (AWL),100+,BOTTLE,$398 ,750ML,,
1193,RF2HOS2322011,Hospices de Beaune Greves Pierre Floquet 2011 (AWL),30,BOTTLE,$798 ,1.5L,,
1194,RF2JAD0311996-A,Louis Jadot Musigny 1996 (US label),4,BOTTLE,"$4,900 ",750ML,,
1195,RF2JAD0312002,Louis Jadot Musigny 2002,6,BOTTLE,"$5,500 ",750ML,,
1196,RF2JAD0362011,Louis Jadot Musigny 2011,1,BOTTLE,"$56,500 ",6L,Burg,93-95
1197,RF2JAD1012011,Louis Jadot Vosne Romanee Les Petits Monts 2011,5,BOTTLE,$750 ,750ML,,
1198,RF2JAD1012012,Louis Jadot Vosne Romanee Les Petits Monts 2012,28,BOTTLE,$990 ,750ML,WA,89-91
1199,RF2JAD1012012-OWC6,Louis Jadot Vosne Romanee Les Petits Monts 2012 (owc6),12,BOTTLE,$990 ,750ML,WA,89-91
1200,RF2JAD2011990,Louis Jadot Chambolle Musigny Les Amoureuses 1990,9,BOTTLE,"$4,500 ",750ML,,
1201,RF2JAD2011990-LL,Louis Jadot Chambolle Musigny Les Amoureuses 1990(Low Level),1,BOTTLE,"$4,400 ",750ML,,
1202,RF2LAC0712007,Pascal Lachaux Clos St. Denis Grand Cru 2007,24,BOTTLE,"$1,190 ",750ML,,
1203,RF2LAC1012006,Pascal Lachaux Chambertin Clos de Beze Grand Cru 2006,19,BOTTLE,"$1,390 ",750ML,Burg,89-92
1204,RF2LAC1012007,Pascal Lachaux Chambertin Clos de Beze Grand Cru 2007,13,BOTTLE,"$1,350 ",750ML,,
1205,RF2LAC1112006,Pascal Lachaux Bonnes Mares Grand Cru 2006,32,BOTTLE,"$1,590 ",750ML,Burg,89-92
1206,RF2LAC1112007,Pascal Lachaux Bonnes Mares Grand Cru 2007,62,BOTTLE,"$1,590 ",750ML,,
1207,RF2LAC1312007,Pascal Lachaux Chambolle Musigny 1er Cru Les Cras 2007,10,BOTTLE,$590 ,750ML,,
1208,RF2LAC1412007,Pascal Lachaux Chambolle Musigny 1er Cru Les Grands Murs 07,15,BOTTLE,$590 ,750ML,JR,17
1209,RF2LAC1512006,Pascal Lachaux Mazis Chambertin Grand Cru 2006,36,BOTTLE,"$1,290 ",750ML,Burg,89-91
1210,RF2LAM0522011,Domaine des Lambrays Clos des Lambrays Grand Cru 2011,8,BOTTLE,"$2,425 ",1.5L,Burg,93
1211,RF2LAM0611961-LL,Lamarche Vosne Romanee La Grande Rue 1961 (Low Level),1,BOTTLE,"$5,900 ",750ML,,
1212,RF2LAM0612012,Lamarche Vosne Romanee La Grande Rue 2012,20,BOTTLE,"$3,300 ",750ML,,
1213,RF2LAM0922012,Lamarche Vosne Romanee Les Malconsorts 2012,6,BOTTLE,"$2,390 ",1.5L,Burg,93
1214,RF2LAM1012012,Lamarche Echezeaux 2012,17,BOTTLE,"$1,190 ",750ML,,
1215,RF2LAM1022012,Lamarche Echezeaux 2012,6,BOTTLE,"$2,650 ",1.5L,,
1216,RF2LAM1122012,Lamarche Vosne Romanee Les Suchots 2012,5,BOTTLE,"$1,750 ",1.5L,,
1217,RF2LAT0811961-LD,Louis Latour Romanee St. Vivant Les Quartes Journaux 61 (LD),2,BOTTLE,"$5,500 ",750ML,,
1218,RF2LEF0212012,Leflaive Charmes Chambertin Grand Cru 2012,54,BOTTLE,"$1,425 ",750ML,,
1219,RF2LER1112003-EX,Leroy Bourgogne Rouge 2003 (Ex-Domaine),46,BOTTLE,$295 ,750ML,,
1220,RF2LER1412003-EX,Leroy Cotes de Beaune Villages 2003 (Ex-Domaine),100+,BOTTLE,$650 ,750ML,,
1221,RF2LER1811959-LL,Leroy Grands Echezeaux 1959 (Low Level),2,BOTTLE,"$13,900 ",750ML,,
1222,RF2LER1811961,Leroy Grands Echezeaux 1961,1,BOTTLE,"$13,900 ",750ML,,
1223,RF2LER2412005,Domaine Leroy Nuits Saint Georges 1er Cru Aux Boudots 2005 ,4,BOTTLE,"$8,900 ",750ML,Burg,92-95
1224,RF2LER2412005-LD,Domaine Leroy Nuits Saint Georges 1C Aux Boudots 2005 (LD),1,BOTTLE,"$8,800 ",750ML,,
1225,RF2LER2612009-CD,Domaine Leroy Vosne Romanee 1er Cru Les Beaux Monts 2009(CD),1,BOTTLE,"$5,850 ",750ML,Burg,95
1226,RF2LER2711990-A-CD,"Domaine Leroy Romanee Saint Vivant 1990 (US Label, CD)",6,BOTTLE,"$16,500 ",750ML,,
1227,RF2LER2912008,Domaine Leroy Clos de Vougeot Grand Cru 2008,3,BOTTLE,"$9,900 ",750ML,Burg,97
1228,RF2LER3011992,Domaine Leroy Clos de la Roche 1992,9,BOTTLE,"$9,900 ",750ML,,
1229,RF2LER3011998,Domaine Leroy Clos de la Roche 1998,1,BOTTLE,"$9,900 ",750ML,,
1230,RF2LER3212009-A,Domaine Leroy Latricieres Chambertin 2009 (US Label),4,BOTTLE,"$18,500 ",750ML,Burg,95
1231,RF2LER3311959,Leroy Chambertin 1959,1,BOTTLE,"$29,800 ",750ML,,
1232,RF2LER6111959,Leroy Musigny 1959,1,BOTTLE,"$29,800 ",750ML,,
1233,RF2LER6111980-WSL,Leroy Musigny 1980 (Wine Stain Label),1,BOTTLE,"$18,800 ",750ML,,
1234,RF2LER6212003-EX,Leroy Chorey Les Beaune 2003 (Ex-Domaine),100+,BOTTLE,$765 ,750ML,,
1235,RF2LER6911985-A,Leroy Ruchottes Chambertin Grand Cru 1985 (US Label),6,BOTTLE,"$6,800 ",750ML,,
1236,RF2LER7111953,Leroy La Romanee 1953,5,BOTTLE,"$29,800 ",750ML,,
1237,RF2LER7211959-A,Leroy Mazis Chambertin 1959 (US Label),3,BOTTLE,"$12,900 ",750ML,,
1238,RF2LER7211978,Leroy Mazis Chambertin 1978,6,BOTTLE,"$12,900 ",750ML,,
1239,RF2LER7211996-A,Leroy Mazis Chambertin 1996 (US Label),5,BOTTLE,"$5,500 ",750ML,,
1240,RF2LER7411959,Leroy Romanee Saint Vivant 1959,1,BOTTLE,"$23,900 ",750ML,,
1241,RF2LER7411964,Leroy Romanee Saint Vivant 1964,3,BOTTLE,"$19,800 ",750ML,,
1242,RF2LER7511991-A-LL,"Domaine Leroy Musigny 1991 (US Label, Low Level)",1,BOTTLE,"$38,800 ",750ML,,
1243,RF2LER7512009-EX,Leroy Santenay 1er Cru La Comme 2009 (Ex-Domaine),91,BOTTLE,$765 ,750ML,,
1244,RF2LIG0511995,Hubert Lignier Clos de la Roche 1995,9,BOTTLE,"$3,900 ",750ML,,
1245,RF2LIG0511996,Hubert Lignier Clos de la Roche 1996,5,BOTTLE,"$3,900 ",750ML,,
1246,RF2LIG1112007-EX,Liger Belair La Romanee 2007,4,BOTTLE,"$18,500 ",750ML,,
1247,RF2LIG1112010-EX,Liger Belair La Romanee 2010,3,BOTTLE,"$35,000 ",750ML,,
1248,RF2LIG1112011-EX,Liger Belair La Romanee 2011,6,BOTTLE,"$19,800 ",750ML,WA,95
1249,RF2LIG1312011-EX,Liger Belair Echezeaux 2011,4,BOTTLE,"$5,650 ",750ML,WA,95
1250,RF2LIG1512011,Liger Belair Vosne Romanee Les Chaumes 1er Cru 2011,2,BOTTLE,"$3,800 ",750ML,Burg,91
1251,RF2LIG2212008-EX,Liger Belair Vosne Romanee Les Suchots 2008,1,BOTTLE,"$3,300 ",750ML,,
1252,RF2LIG2212009-EX,Liger Belair Vosne Romanee Les Suchots 2009,12,BOTTLE,"$4,450 ",750ML,,
1253,RF2LIG2212010-EX,Liger Belair Vosne Romanee Les Suchots 2010,10,BOTTLE,"$4,650 ",750ML,,
1254,RF2LIG2312011,Liger Belair Vosne Romanee Les Petits Monts 2011,1,BOTTLE,"$5,980 ",750ML,WA,94
1255,RF2LUC0812009,Lucien Le Moine Nuits St Georges 1er Cru Les Cailles 2009,2,BOTTLE,$850 ,750ML,Burg,90-93
1256,RF2LUC1622009,Lucien Le Moine Chambertin Clos de Beze 2009,1,BOTTLE,"$6,600 ",1.5L,,
1257,RF2LUC1912009,Lucien Le Moine Volnay Santenots 2009,2,BOTTLE,$750 ,750ML,Burg,90-92
1258,RF2LUC1912012,Lucien Le Moine Volnay Santenots 2012,34,BOTTLE,$665 ,750ML,,
1259,RF2LUC2812009,Lucien Le Moine Pommard 1er Cru Les Grands Epenots 2009,11,BOTTLE,$750 ,750ML,Burg,90-92
1260,RF2LUC2912009,Lucien Le Moine NSG 1er Cru Les Vaucrains 2009,1,BOTTLE,$850 ,750ML,Burg,91-93
1261,RF2LUC3422009,Lucien Le Moine Clos St. Denis Grand Cru 2009,2,BOTTLE,"$3,980 ",1.5L,,
1262,RF2LUC4512010-OC6,Lucien Le Moine Chambolle Musigny Les Hauts Doix 2010 (oc6),6,BOTTLE,$980 ,750ML,,
1263,RF2LUC4612011-OC6,Lucien Le Moine Vosne Romanee 1C Les Petits Monts 11 (oc6),6,BOTTLE,"$1,190 ",750ML,,
1264,RF2LUC4812009,Lucien Le Moine Romanee St. Vivant Grand Cru 2009,2,BOTTLE,"$4,980 ",750ML,Burg,92-95
1265,RF2MAG0112006,Michel Magnien Charmes Chambertin Grand Cru 2006,1,BOTTLE,"$1,190 ",750ML,Burg,90-93
1266,RF2MAG0112008,Michel Magnien Charmes Chambertin Grand Cru 2008,5,BOTTLE,"$1,190 ",750ML,Burg,89-92
1267,RF2MAG0512008,Michel Magnien Morey Saint Denis 1er Cru Les Chaffots 2008,7,BOTTLE,$590 ,750ML,Burg,89-92
1268,RF2MAG1712006,Michel Magnien Clos de la Roche Grand Cru 2006,3,BOTTLE,"$1,390 ",750ML,Burg,91-94
1269,RF2MAG1712008,Michel Magnien Clos de la Roche Grand Cru 2008,2,BOTTLE,"$1,390 ",750ML,Burg,90-92
1270,RF2MAG2112006,Michel Magnien Clos Saint Denis Grand Cru 2006,3,BOTTLE,"$1,390 ",750ML,AWL,92
1271,RF2MAG2112008,Michel Magnien Clos Saint Denis Grand Cru 2008,14,BOTTLE,"$1,390 ",750ML,Burg,89-91
1272,RF2MAR1012009,Marquis d'Angerville Volnay 1er Cru Les Fremiets 2009,14,BOTTLE,$750 ,750ML,Burg,91-93
1273,RF2MAR1111993-LD,Marquis d'Angerville Volnay 1er Cru Les Champans 1993 (LD),8,BOTTLE,"$1,950 ",750ML,,
1274,RF2MAR1122013,Marquis d'Angerville Volnay 1er Cru Les Champans 2013,6,BOTTLE,"$1,800 ",1.5L,,
1275,RF2MAR1211990,Marquis d'Angerville Volnay 1er Cru Clos des Ducs 1990,1,BOTTLE,"$2,850 ",750ML,,
1276,RF2MAR1211995,Marquis d'Angerville Volnay 1er Cru Clos des Ducs 1995,4,BOTTLE,"$1,980 ",750ML,,
1277,RF2MAR1221988,Marquis d'Angerville Volnay 1er Cru Clos des Ducs 1988,2,BOTTLE,"$4,800 ",1.5L,,
1278,RF2MAR1222013,Marquis d'Angerville Volnay 1er Cru Clos des Ducs 2013,6,BOTTLE,"$2,390 ",1.5L,,
1279,RF2MAR3212009,Marquis d'Angerville Volnay 1er Cru Caillerets 2009,10,BOTTLE,$980 ,750ML,Burg,93
1280,RF2MAR3312009,Marquis d'Angerville Volnay 1er Cru Clos des Angles 2009,16,BOTTLE,$730 ,750ML,Burg,91
1281,RF2MAR3611952-LD,Marey Monge Romanee St. Vivant Grand Cru 1952 (damage label),1,BOTTLE,"$13,500 ",750ML,,
1282,RF2MEO0212004,Meo Camuzet Vosne Romanee Les Chaumes 2004,9,BOTTLE,"$1,290 ",750ML,,
1283,RF2MEO0212010,Meo Camuzet Vosne Romanee Les Chaumes 2010,5,BOTTLE,"$1,390 ",750ML,,
1284,RF2MEO0412004,Meo Camuzet Vosne Romanee 1er Cru aux Brulees 2004,2,BOTTLE,"$2,650 ",750ML,,
1285,RF2MEO0412009-A,Meo Camuzet Vosne Romanee 1er Cru aux Brulees 2009(US Label),4,BOTTLE,"$3,400 ",750ML,,
1286,RF2MEO0412010,Meo Camuzet Vosne Romanee 1er Cru aux Brulees 2010,1,BOTTLE,"$4,300 ",750ML,Burg,93-95
1287,RF2MEO0511995-A,Meo Camuzet Richebourg 1995 (US Label),1,BOTTLE,"$9,900 ",750ML,,
1288,RF2MEO0512007,Meo Camuzet Richebourg 2007,1,BOTTLE,"$7,800 ",750ML,Burg,93-95
1289,RF2MEO0611993-A,Meo Camuzet Vosne Romanee Cros Parantoux 1993 (US Label),2,BOTTLE,"$17,800 ",750ML,,
1290,RF2MEO0611994,Meo Camuzet Vosne Romanee Cros Parantoux 1994,1,BOTTLE,"$6,300 ",750ML,,
1291,RF2MEO0611998,Meo Camuzet Vosne Romanee Cros Parantoux 1998,1,BOTTLE,"$8,950 ",750ML,,
1292,RF2MEO0611999,Meo Camuzet Vosne Romanee Cros Parantoux 1999,3,BOTTLE,"$13,900 ",750ML,,
1293,RF2MEO0612004-A,Meo Camuzet Vosne Romanee Cros Parantoux 2004 (US Label),7,BOTTLE,"$7,800 ",750ML,Burg,92-94
1294,RF2MEO1212010-OC6,Meo Camuzet Corton Perrieres Grand Cru 2010 (oc6),6,BOTTLE,"$2,050 ",750ML,Burg,91-93
1295,RF2MEO1312010,Meo Camuzet Nuit St. Georges 1er Cru Les Murgers 2010,5,BOTTLE,"$1,390 ",750ML,Burg,91-93
1296,RF2MEO1312011,Meo Camuzet Nuit St. Georges 1er Cru Les Murgers 2011,4,BOTTLE,"$1,098 ",750ML,Burg,90-93
1297,RF2MEO1412009-A,Meo Camuzet Bourgogne Rouge 2009 (US Label),16,BOTTLE,$450 ,750ML,,
1298,RF2MEO1612011,Meo Camuzet Chambolle Musigny 1er Cru Les Cras 2011,16,BOTTLE,$995 ,750ML,,
