,Item Code,Item Name,Stock ,Unit,Trade,Format,RATING,SCORES
236,RF1CHE0221945-CD,Cheval Blanc - St. Emilion 1945 (Capsule damage),1,BOTTLE,"$59,000 ",1.5L,WS,87
237,RF1CHE0221947,Cheval Blanc - St. Emilion 1947,1,BOTTLE,"$245,000 ",1.5L,WA,100
238,RF1CHE0221947-EX-RCON,Cheval Blanc - St. Emilion 1947 (ex-chateau) (Reconditioned),1,BOTTLE,"$255,000 ",1.5L,WA,100
239,RF1CHE0221947-EX-RCON-OWC1,"Cheval Blanc - St. Emilion 1947 (ex-ch, Reconditioned, owc1)",1,BOTTLE,"$255,000 ",1.5L,WA,100
240,RF1CHE0221973,Cheval Blanc - St. Emilion 1973,6,BOTTLE,"$5,900 ",1.5L,,
241,RF1CHE0242000-OWC1,Cheval Blanc - St. Emilion 2000 (owc1),1,BOTTLE,"$29,800 ",3L,WA,99
242,RF1CHE0311986,Domaine de Chevalier Rouge - Pessac Leognan 1986,2,BOTTLE,$650 ,750ML,,
243,RF1CHE0322012,Domaine de Chevalier Rouge - Pessac Leognan 2012,5,BOTTLE,$780 ,1.5L,WA,92+
244,RF1CLA2762010-OWC1,Le Clarence de Haut-Brion - Pessac Leognan 2010 (owc1),2,BOTTLE,"$6,500 ",6L,WA,93
245,RF1CLE0212004,Clerc Milon - Pauillac 2004,1,BOTTLE,$550 ,750ML,WA,90
246,RF1CLE0222010-OWC6,Clerc Milon - Pauillac 2010 (owc6),6,BOTTLE,"$1,350 ",1.5L,WA,94
247,RF1CLE0412009,Pastourelle de Clerc Milon - Pauillac 2009,100+,BOTTLE,$280 ,750ML,,
248,RF1CLI0111996,Clinet - Pomerol 1996,3,BOTTLE,$790 ,750ML,WA,91
249,RF1CLI0112000,Clinet - Pomerol 2000,6,BOTTLE,"$1,090 ",750ML,WS,96
250,RF1CLI0112012,Clinet - Pomerol 2012,2,BOTTLE,$550 ,750ML,WA,95
251,RF1CLI0112013,Clinet - Pomerol 2013,100+,BOTTLE,$550 ,750ML,WA,95
252,RF1CLI0122009,Clinet - Pomerol 2009,5,BOTTLE,"$5,750 ",1.5L,WA,100
253,RF1CLI0122010-OWC6,Clinet - Pomerol 2010 (owc6),12,BOTTLE,"$2,590 ",1.5L,WA,96+
254,RF1CLI0122012,Clinet - Pomerol 2012,15,BOTTLE,"$1,190 ",1.5L,WA,95
255,RF1CLI0132010,Clinet - Pomerol 2010,6,BOTTLE,$680 ,375ML,,
256,RF1CLO0112000,Clos L'Eglise - Pomerol 2000,6,BOTTLE,"$1,490 ",750ML,WA,96
257,RF1CLO0112012,Clos L'Eglise - Pomerol 2012,80,BOTTLE,$520 ,750ML,WS,92
258,RF1CLO0122012,Clos L'Eglise - Pomerol 2012,18,BOTTLE,"$1,090 ",1.5L,WS,92
259,RF1CLO0211988,Clos Fourtet - St. Emilion 1988,4,BOTTLE,$480 ,750ML,,
260,RF1CLO0211993,Clos Fourtet - St. Emilion 1993,9,BOTTLE,$360 ,750ML,,
261,RF1CLO0212012,Clos Fourtet - St. Emilion 2012,47,BOTTLE,$590 ,750ML,WA,95
262,RF1CLU0112000,La Clusiere- St. Emilion 2000,22,BOTTLE,"$7,900 ",750ML,WA,100
263,RF1COM0112005,Reserve de la Comtesse - Pauillac 2005,100+,BOTTLE,$380 ,750ML,WA,88
264,RF1CON0111947-LD,La Conseillante - Pomerol 1947 (Label Damage),1,BOTTLE,"$18,500 ",750ML,WA,92
265,RF1CON0111978-WSL,La Conseillante - Pomerol 1978 (Wine Stain Label),1,BOTTLE,"$1,550 ",750ML,,
266,RF1CON0111982,La Conseillante - Pomerol 1982,4,BOTTLE,"$3,650 ",750ML,,
267,RF1CON0111982-LD,La Conseillante - Pomerol 1982 (Label Damage),10,BOTTLE,"$3,600 ",750ML,,
268,RF1CON0111988,La Conseillante - Pomerol 1988,11,BOTTLE,"$1,190 ",750ML,WS,92
269,RF1CON0111989,La Conseillante - Pomerol 1989,1,BOTTLE,"$2,800 ",750ML,WA,96
270,RF1CON0111990,La Conseillante - Pomerol 1990,2,BOTTLE,"$3,500 ",750ML,WA,97
271,RF1CON0111990-A,La Conseillante - Pomerol 1990 (US Label),6,BOTTLE,"$3,450 ",750ML,WA,97
272,RF1CON0112009,La Conseillante - Pomerol 2009,12,BOTTLE,"$1,750 ",750ML,WA,96
273,RF1CON0112009-OWC12,La Conseillante - Pomerol 2009 (owc12),12,BOTTLE,"$1,750 ",750ML,WA,96
274,RF1CON0112010,La Conseillante - Pomerol 2010,21,BOTTLE,"$1,390 ",750ML,,
275,RF1CON0112010-OWC12,La Conseillante - Pomerol 2010 (owc12),12,BOTTLE,"$1,390 ",750ML,WA,96
276,RF1CON0112013,La Conseillante - Pomerol 2013,24,BOTTLE,$750 ,750ML,,
277,RF1CON0122010,La Conseillante - Pomerol 2010,5,BOTTLE,"$2,850 ",1.5L,WA,96
278,RF1CON0122010-OWC6,La Conseillante - Pomerol 2010 (owc6),6,BOTTLE,"$2,850 ",1.5L,WA,96
279,RF1CON0132012,La Conseillante - Pomerol 2012,22,BOTTLE,$380 ,375ML,WA,96
280,RF1CON0162010-OWC1,La Conseillante - Pomerol 2010 (owc1),2,BOTTLE,"$15,900 ",6L,WA,96
281,RF1CON0412008,Connetable de Talbot - St. Julien 2008,100+,BOTTLE,$220 ,750ML,,
282,RF1COS0111982-A,Cos d'Estournel - St. Estephe 1982 (US Label),4,BOTTLE,"$3,100 ",750ML,WA,96
283,RF1COS0111982-LD,Cos d'Estournel - St. Estephe 1982 (Label Damage),12,BOTTLE,"$3,100 ",750ML,WA,95
284,RF1COS0111982-WSL,Cos d'Estournel - St. Estephe 1982 (Wine Stain Label),1,BOTTLE,"$3,100 ",750ML,WA,95
285,RF1COS0111985,Cos d'Estournel - St. Estephe 1985,6,BOTTLE,"$1,590 ",750ML,WA,93
286,RF1COS0111985-LD,Cos d'Estournel - St. Estephe 1985 (Label Damage),5,BOTTLE,"$1,550 ",750ML,WA,93
287,RF1COS0111986,Cos d'Estournel - St. Estephe 1986,2,BOTTLE,"$1,390 ",750ML,WA,95
288,RF1COS0112009,Cos d'Estournel - St. Estephe 2009,13,BOTTLE,"$2,500 ",750ML,WA,100
289,RF1COS0112010,Cos d'Estournel - St. Estephe 2010,14,BOTTLE,"$1,380 ",750ML,WA,97+
290,RF1COS0122010,Cos d'Estournel - St. Estephe 2010,4,BOTTLE,"$2,800 ",1.5L,,
291,RF1CRO0812005,La Croix de Gay - Pomerol 2005,17,BOTTLE,$390 ,750ML,,
292,RF1DAL0112000-EX,Dalem - Fronsac 2000 (Ex-Chateau),100+,BOTTLE,$185 ,750ML,,
293,RF1DUC0111967-LD,Ducru Beaucaillou - St. Julien 1967 (Label Damage),1,BOTTLE,"$1,050 ",750ML,,
294,RF1DUC0111970,Ducru Beaucaillou - St. Julien 1970,13,BOTTLE,"$1,900 ",750ML,WA,92
295,RF1DUC0111982-EX-OWC6,"Ducru Beaucaillou - St. Julien 1982 (ex-chateau,owc6)",84,BOTTLE,"$3,600 ",750ML,WA,96
296,RF1DUC0111985-EX,Ducru Beaucaillou - St. Julien 1985 (ex-chateau),3,BOTTLE,"$1,350 ",750ML,WA,92
297,RF1DUC0111985-EX-OWC12,Ducru Beaucaillou - St. Julien 1985 (ex-chateau)(owc12),12,BOTTLE,"$1,350 ",750ML,WA,92
298,RF1DUC0111985-EX-OWC6,Ducru Beaucaillou - St. Julien 1985 (ex-chateau)(owc6),18,BOTTLE,"$1,350 ",750ML,WA,92
299,RF1DUC0111986-EX,Ducru Beaucaillou - St. Julien 1986 (ex-chateau),1,BOTTLE,"$1,350 ",750ML,WS,95
300,RF1DUC0111995,Ducru Beaucaillou - St. Julien 1995,27,BOTTLE,"$1,550 ",750ML,WA,94
301,RF1DUC0111995-OWC,Ducru Beaucaillou - St. Julien 1995 (owc),1,BOTTLE,"$1,550 ",750ML,WA,94
302,RF1DUC0111995-OWC12.,Ducru Beaucaillou - St. Julien 1995 (owc12),96,BOTTLE,"$1,550 ",750ML,WS,95
303,RF1DUC0111995-OWC6,Ducru Beaucaillou - St. Julien 1995 (owc6),12,BOTTLE,"$1,550 ",750ML,WA,94
304,RF1DUC0112011,Ducru Beaucaillou - St. Julien 2011,9,BOTTLE,$950 ,750ML,WA,92+
305,RF1DUC0121966,Ducru Beaucaillou - St. Julien 1966,1,BOTTLE,"$4,500 ",1.5L,WA,87
306,RF1DUC0121995-OWC6,Ducru Beaucaillou - St. Julien 1995 (owc6),6,BOTTLE,"$3,200 ",1.5L,WA,94
307,RF1DUC0122010,Ducru Beaucaillou - St. Julien 2010,6,BOTTLE,"$2,850 ",1.5L,,
308,RF1DUC0122010-OWC6,Ducru Beaucaillou - St. Julien 2010 (owc6),6,BOTTLE,"$2,850 ",1.5L,,
309,RF1DUH0112012,Duhart Milon - Pauillac 2012,34,BOTTLE,$590 ,750ML,WS,90
310,RF1DUH0112013,Duhart Milon - Pauillac 2013,84,BOTTLE,$565 ,750ML,,
311,RF1DUH0132013,Duhart Milon - Pauillac 2013,72,BOTTLE,$290 ,375ML,,
312,RF1DUH0162010-OWC1,Duhart Milon - Pauillac 2010 (owc1),1,BOTTLE,"$7,800 ",6L,WA,96
313,RF1DUR0312000,Durfort-Vivens - Margaux 2000,100+,BOTTLE,$535 ,750ML,WS,91
314,RF1DUR0312001-OWC12,Durfort-Vivens - Margaux 2001 (owc12),24,BOTTLE,$435 ,750ML,WS,90
315,RF1DUR0312003,Durfort-Vivens - Margaux 2003,69,BOTTLE,$450 ,750ML,WS,87
316,RF1EGL0311985,L'Eglise Clinet - Pomerol 1985,1,BOTTLE,"$2,200 ",750ML,WA,95
317,RF1EGL0311995,L'Eglise Clinet - Pomerol 1995,1,BOTTLE,"$1,980 ",750ML,WA,96
318,RF1EGL0311997,L'Eglise Clinet - Pomerol 1997,37,BOTTLE,$990 ,750ML,WA,91
319,RF1EGL0312008,L'Eglise Clinet - Pomerol 2008,1,BOTTLE,"$1,550 ",750ML,WA,95
320,RF1EGL0312011,L'Eglise Clinet - Pomerol 2011,11,BOTTLE,$990 ,750ML,,
321,RF1EGL0312011-OWC6,L'Eglise Clinet - Pomerol 2011 (owc6),42,BOTTLE,$990 ,750ML,,
322,RF1EGL0322010-OWC3,L'Eglise Clinet - Pomerol 2010 (owc),6,BOTTLE,"$7,800 ",1.5L,,
323,RF1EGL0362009-OWC1,L'Eglise Clinet - Pomerol 2009 (owc1),1,BOTTLE,"$33,000 ",6L,WA,99+
324,RF1EVA0111926-LD,L'Evangile - Pomerol 1926 (Label Damage),6,BOTTLE,"$5,900 ",750ML,,
325,RF1EVA0111926-LL-LD,"L'Evangile - Pomerol 1926 (Low Level, Label Damage)",1,BOTTLE,"$5,900 ",750ML,,
326,RF1EVA0111950-CC,L'Evangile - Pomerol 1950 (Cut Capsule),1,BOTTLE,"$22,800 ",750ML,,
327,RF1EVA0111982-A,L'Evangile - Pomerol 1982 (US Label),6,BOTTLE,"$4,700 ",750ML,WA,98
328,RF1EVA0111982-A-OWC12,"L'Evangile - Pomerol 1982 (US Label, owc12)",12,BOTTLE,"$4,700 ",750ML,WA,98
329,RF1EVA0111982-LD,L'Evangile - Pomerol 1982 (Label Damage),5,BOTTLE,"$4,700 ",750ML,WA,98
330,RF1EVA0111985,L'Evangile - Pomerol 1985,1,BOTTLE,"$2,200 ",750ML,WA,95
331,RF1EVA0111985-LD,L'Evangile - Pomerol 1985 (Label Damage),3,BOTTLE,"$2,100 ",750ML,WA,95
332,RF1EVA0111985-OWC12,L'Evangile - Pomerol 1985 (owc12),12,BOTTLE,"$2,200 ",750ML,,
333,RF1EVA0111985-OWC6,L'Evangile - Pomerol 1985 (owc6),6,BOTTLE,"$2,200 ",750ML,,
334,RF1EVA0111990-LD,L'Evangile - Pomerol 1990 (Label Damage),2,BOTTLE,"$1,900 ",750ML,WS,95
335,RF1EVA0111995,L'Evangile - Pomerol 1995,3,BOTTLE,"$1,150 ",750ML,WS,93
336,RF1EVA0111998-A-OWC12,L'Evangile - Pomerol 1998 (US Label)(owc12),24,BOTTLE,"$1,650 ",750ML,WA,92
337,RF1EVA0112008,L'Evangile - Pomerol 2008,1,BOTTLE,"$1,360 ",750ML,WA,94
338,RF1EVA0112010,L'Evangile - Pomerol 2010,25,BOTTLE,"$1,800 ",750ML,WA,98
339,RF1EVA0112010-OWC12,L'Evangile - Pomerol 2010 (owc12),12,BOTTLE,"$1,800 ",750ML,WA,98+
340,RF1EVA0112012,L'Evangile - Pomerol 2012 ,53,BOTTLE,"$1,190 ",750ML,WA,94
341,RF1EVA0112013,L'Evangile - Pomerol 2013,100+,BOTTLE,"$1,150 ",750ML,,
342,RF1EVA0161985-CD-OWC1,"L'Evangile - Pomerol 1985 (Capsule Damage, owc1)",1,BOTTLE,"$19,500 ",6L,WA,95
343,RF1FEY0112012,Feytit Clinet - Pomerol 2012,13,BOTTLE,$450 ,750ML,,
344,RF1FIE0212005,De Fieuzal - Pessac Leognan 2005,16,BOTTLE,$350 ,750ML,,
345,RF1FIG0111945,Figeac - St. Emilion 1945,1,BOTTLE,"$16,000 ",750ML,WS,73
346,RF1FIG0111953,Figeac - St. Emilion 1953,2,BOTTLE,"$6,900 ",750ML,,
347,RF1FIG0111970,Figeac - St. Emilion 1970,3,BOTTLE,"$1,900 ",750ML,WS,90
348,RF1FIG0111996,Figeac - St. Emilion 1996,1,BOTTLE,$890 ,750ML,WS,85
349,RF1FIG0112005,Figeac - St. Emilion 2005,3,BOTTLE,"$1,090 ",750ML,WS,95
350,RF1FIG0112010,Figeac - St. Emilion 2010,17,BOTTLE,"$1,780 ",750ML,,
351,RF1FIG0132012,Figeac - St. Emilion 2012,18,BOTTLE,$320 ,375ML,,
352,RF1FLE0312004,La Fleur de Gay - Pomerol 2004 ,14,BOTTLE,$590 ,750ML,,
353,RF1FLE0411943-CD,La Fleur Petrus - Pomerol 1943 (Capsule Damage),10,BOTTLE,"$4,400 ",750ML,,
354,RF1FLE0411982-OWC12,La Fleur Petrus - Pomerol 1982 (owc12),12,BOTTLE,"$2,900 ",750ML,WS,96
355,RF1FLE0411990-OWC12,La Fleur Petrus - Pomerol 1990 (owc12),12,BOTTLE,"$1,800 ",750ML,,
356,RF1FLE0412004,La Fleur Petrus - Pomerol 2004,3,BOTTLE,"$1,390 ",750ML,WS,92
357,RF1FLE0412012,La Fleur Petrus - Pomerol 2012,10,BOTTLE,"$1,290 ",750ML,WA,95
358,RF1FLE0421982,La Fleur Petrus - Pomerol 1982,2,BOTTLE,"$5,900 ",1.5L,WA,89
359,RF1FLE0432011,La Fleur Petrus - Pomerol 2011,15,BOTTLE,$698 ,375ML,WA,92
360,RF1FLE0432012,La Fleur Petrus - Pomerol 2012,7,BOTTLE,$690 ,375ML,WA,95
361,RF1FOM0112004-EX,Fombrauge - St. Emilion 2004 (Ex-Chateau),100+,BOTTLE,$230 ,750ML,,
362,RF1FON0412000,Fonreaud - Listrac 2000,24,BOTTLE,$220 ,750ML,,
363,RF1FOR0212005,Les Forts de Latour - Pauillac 2005,8,BOTTLE,"$1,980 ",750ML,WS,94
364,RF1FOR0212007,Les Forts de Latour - Pauillac 2007,1,BOTTLE,"$1,390 ",750ML,WA,90
365,RF1FOR0212011-OWC12,Les Forts de Latour - Pauillac 2011 (owc12),24,BOTTLE,"$1,390 ",750ML,WA,90-92
366,RF1FOR0232010,Les Forts de Latour - Pauillac 2010,3,BOTTLE,$990 ,375ML,WA,97
367,RF1FOR0232010-OWC24,Les Forts de Latour - Pauillac 2010 (owc24),24,BOTTLE,$990 ,375ML,WA,97
368,RF1FOR0262010-OWC1,Les Forts de Latour - Pauillac 2010 (owc1),1,BOTTLE,"$16,900 ",6L,WA,97
369,RF1GAY0211985,Le Gay - Pomerol 1985,1,BOTTLE,$980 ,750ML,WA,87
370,RF1GAY0212005,Le Gay - Pomerol 2005 ,9,BOTTLE,"$1,090 ",750ML,,
371,RF1GAY0212010,Le Gay - Pomerol 2010,10,BOTTLE,"$1,550 ",750ML,,
372,RF1GAY0232010,Le Gay - Pomerol 2010,13,BOTTLE,$790 ,375ML,,
373,RF1GAY0232012,Le Gay - Pomerol 2012,22,BOTTLE,$295 ,375ML,,
374,RF1GAY0242010-OWC1,Le Gay - Pomerol 2010 (owc1),1,BOTTLE,"$6,800 ",3L,,
375,RF1GAZ0111959-LD,Gazin - Pomerol 1959 (Label Damage),1,BOTTLE,"$4,900 ",750ML,,
376,RF1GIS0212010,Giscours - Margaux 2010,12,BOTTLE,$595 ,750ML,WS,94
377,RF1GIS0222010,Giscours - Margaux 2010,6,BOTTLE,"$1,190 ",1.5L,,
378,RF1GIS0222012,Giscours - Margaux 2012,9,BOTTLE,$690 ,1.5L,,
379,RF1GIS0232012,Giscours - Margaux 2012,7,BOTTLE,$180 ,375ML,,
380,RF1GIS0412010,La Sirene de Giscours - Margaux 2010,3,BOTTLE,$230 ,750ML,,
381,RF1GLO0112000-EX,Gloria - St. Julien 2000 (ex-chateau),100+,BOTTLE,$495 ,750ML,WA,90
382,RF1GLO0112000-EX-OWC12,"Gloria - St. Julien 2000 (ex-chateau, owc12)",48,BOTTLE,$495 ,750ML,WA,90
383,RF1GLO0112004,Gloria - St. Julien 2004,57,BOTTLE,$295 ,750ML,WA,89
384,RF1GOU0112011,Goulee - Medoc 2011,75,BOTTLE,$190 ,750ML,,
385,RF1GRA0411982,Grand Puy Lacoste - Pauillac 1982,7,BOTTLE,"$2,250 ",750ML,WA,96
386,RF1GRA0412010,Grand Puy Lacoste - Pauillac 2010,70,BOTTLE,$575 ,750ML,,
387,RF1GRA0412010-OWC12,Grand Puy Lacoste - Pauillac 2010 (owc12),72,BOTTLE,$575 ,750ML,WA,95
388,RF1GRA0422010,Grand Puy Lacoste - Pauillac 2010,6,BOTTLE,"$1,190 ",1.5L,,
389,RF1GRA0422012,Grand Puy Lacoste - Pauillac 2012,5,BOTTLE,$790 ,1.5L,,
390,RF1GRA0442010-OWC1,Grand Puy Lacoste - Pauillac 2010 (owc1),1,BOTTLE,"$3,350 ",3L,,
391,RF1GRA0462010-OWC1,Grand Puy Lacoste - Pauillac 2010 (owc1),1,BOTTLE,"$6,900 ",6L,,
392,RF1GRA0812003,Grand Mayne - St. Emilion 2003,12,BOTTLE,$360 ,750ML,,
393,RF1GRA1212008,La Grange Neuve de Figeac - St. Emilion 2008,94,BOTTLE,$235 ,750ML,,
394,RF1GRA1412003,Grand Puy Ducasse - Pauillac 2003,9,BOTTLE,$360 ,750ML,WA,90
395,RF1GRA1812005,Grand Corbin - St. Emilion 2005 ,2,BOTTLE,$290 ,750ML,,
396,RF1GRU0111848,Gruaud Larose - St. Julien 1848,1,BOTTLE,"$55,000 ",750ML,,
397,RF1GRU0111865,Gruaud Larose - St. Julien 1865,2,BOTTLE,"$59,000 ",750ML,WS,65
398,RF1GRU0111899,Gruaud Larose - St. Julien 1899,1,BOTTLE,"$38,000 ",750ML,WS,83
399,RF1GRU0111918-A,Gruaud Larose - St. Julien 1918 (US Label),2,BOTTLE,"$4,900 ",750ML,WS,78
400,RF1GRU0111934-LD,Gruaud Larose - St. Julien 1934 (Label Damage),2,BOTTLE,"$4,500 ",750ML,WS,83
401,RF1GRU0111934-NL,Gruaud Larose - St. Julien 1934 (No Label),4,BOTTLE,"$4,900 ",750ML,WS,83
402,RF1GRU0111959,Gruaud Larose - St. Julien 1959,1,BOTTLE,"$3,900 ",750ML,,
403,RF1GRU0111959-CD,Gruaud Larose - St. Julien 1959 (Capsule Damage),1,BOTTLE,"$3,800 ",750ML,,
404,RF1GRU0111961,Gruaud Larose - St. Julien 1961,1,BOTTLE,"$5,950 ",750ML,WA,96
405,RF1GRU0111982,Gruaud Larose - St. Julien 1982,3,BOTTLE,"$3,200 ",750ML,WA,98
406,RF1GRU0111982-LD,Gruaud Larose - St. Julien 1982 (Label damaged),12,BOTTLE,"$3,150 ",750ML,WA,98
407,RF1GRU0111986,Gruaud Larose - St. Julien 1986,3,BOTTLE,"$1,490 ",750ML,WA,94
408,RF1GRU0111994-EX,Gruaud Larose - St. Julien 1994 (Ex-Chateau),100+,BOTTLE,$480 ,750ML,,
409,RF1GRU0111995-EX,Gruaud Larose - St. Julien 1995 (Ex-Chateau),100+,BOTTLE,$750 ,750ML,WS,91
410,RF1GRU0112010,Gruaud Larose - St. Julien 2010,9,BOTTLE,$565 ,750ML,WA,93+
411,RF1HAU0111921-RC,Haut Brion - Graves 1921 (recorked in 2009),1,BOTTLE,"$18,900 ",750ML,WA,87
412,RF1HAU0111949-CC,Haut Brion - Graves 1949 (Cut Capsule),1,BOTTLE,"$15,000 ",750ML,,
413,RF1HAU0111964,Haut Brion - Graves 1964,7,BOTTLE,"$4,900 ",750ML,WS,85
414,RF1HAU0111971,Haut Brion - Graves 1971,1,BOTTLE,"$2,950 ",750ML,,
415,RF1HAU0111971-CD,Haut Brion - Graves 1971 (Capsule Damage),1,BOTTLE,"$2,850 ",750ML,,
416,RF1HAU0111971-LL,Haut Brion - Graves 1971 (Low Level),2,BOTTLE,"$2,850 ",750ML,,
417,RF1HAU0111982,Haut Brion - Graves 1982,2,BOTTLE,"$6,800 ",750ML,WS,95
418,RF1HAU0111986-A,Haut Brion - Pessac Leognan 1986 (US Label),4,BOTTLE,"$3,550 ",750ML,WA,93
419,RF1HAU0111996,Haut Brion - Pessac Leognan 1996,2,BOTTLE,"$3,300 ",750ML,WA,92
420,RF1HAU0111996-A,Haut Brion - Pessac Leognan 1996 (US Label),2,BOTTLE,"$3,250 ",750ML,WA,92
421,RF1HAU0111996-A-OWC12,"Haut Brion - Pessac Leognan 1996  (US Label,owc12)",12,BOTTLE,"$3,250 ",750ML,WS,93
422,RF1HAU0111996-OWC6,Haut Brion - Pessac Leognan 1996 (owc6),6,BOTTLE,"$3,300 ",750ML,WA,92
423,RF1HAU0121978-OWC6,Haut Brion - Graves 1978 (owc6),6,BOTTLE,"$5,900 ",1.5L,WS,90
424,RF1HAU0121986-OWC3,Haut Brion - Pessac Leognan 1986 (owc3),3,BOTTLE,"$7,600 ",1.5L,,
425,RF1HAU0131986,Haut Brion - Pessac Leognan 1986,6,BOTTLE,"$1,590 ",375ML,,
426,RF1HAU0132010,Haut Brion - Pessac Leognan 2010,13,BOTTLE,"$2,490 ",375ML,WA,100
427,RF1HAU0411961,Haut Bailly - Pessac Leognan 1961,3,BOTTLE,"$3,900 ",750ML,,
428,RF1HAU0411961-LD,Haut Bailly - Pessac Leognan 1961 (Label Damage),1,BOTTLE,"$3,800 ",750ML,,
429,RF1HAU0411982,Haut Bailly - Pessac Leognan 1982 ,4,BOTTLE,$790 ,750ML,,
430,RF1HAU0412004,Haut Bailly - Pessac Leognan 2004 ,30,BOTTLE,$490 ,750ML,,
431,RF1HAU0412007-EX,Haut Bailly - Pessac Leognan 2007 (ex-chateau),8,BOTTLE,$480 ,750ML,WS,91
432,RF1HAU0412010,Haut Bailly - Pessac Leognan 2010,14,BOTTLE,$950 ,750ML,WA,97+
433,RF1HAU0412010-OWC12,Haut Bailly - Pessac Leognan 2010 (owc12),12,BOTTLE,$950 ,750ML,WA,97+
434,RF1HAU0412012,Haut Bailly - Pessac Leognan 2012,7,BOTTLE,$525 ,750ML,,
435,RF1HAU0412012-OWC12,Haut Bailly - Pessac Leognan 2012 (owc12),24,BOTTLE,$525 ,750ML,,
436,RF1HAU0412012-OWC6,Haut Bailly - Pessac Leognan 2012 (owc6),48,BOTTLE,$525 ,750ML,,
437,RF1HAU0422010-OWC6,Haut Bailly - Pessac Leognan 2010 (owc6),24,BOTTLE,"$1,900 ",1.5L,WA,97+
438,RF1HAU0432010,Haut Bailly - Pessac Leognan 2010,16,BOTTLE,$480 ,375ML,WA,97+
439,RF1HAU0442010-OWC1,Haut Bailly - Pessac Leognan 2010 (owc1),1,BOTTLE,"$3,950 ",3L,WA,97+
440,RF1HAU0462010-OWC1,Haut Bailly - Pessac Leognan 2010 (owc1),1,BOTTLE,"$7,980 ",6L,WA,97+
441,RF1HAU0512004,Haut Batailley - Pauillac 2004,6,BOTTLE,$395 ,750ML,WA,88
442,RF1HAU0911996-OWC12,Haut Marbuzet - St. Estephe 1996 (owc12),12,BOTTLE,$550 ,750ML,WS,92
443,RF1HAU0912001,Haut Marbuzet - St. Estephe 2001,12,BOTTLE,$490 ,750ML,WS,90
444,RF1HAU1112012,Les Hauts de Pontet Canet - Pauillac 2012,2,BOTTLE,$280 ,750ML,,
445,RF1HAU1412008,Haut Bages Liberal - Pauillac 2008,100+,BOTTLE,$350 ,750ML,WS,89
446,RF1HAU1412008-OWC12,Haut Bages Liberal - Pauillac 2008 (owc12),12,BOTTLE,$350 ,750ML,WS,89
447,RF1HOS0112009,Hosanna - Pomerol 2009,12,BOTTLE,"$1,980 ",750ML,WA,99
448,RF1HOS0122010-OWC3,Hosanna - Pomerol 2010 (owc3),3,BOTTLE,"$3,250 ",1.5L,WA,96+
449,RF1LAB0312005,Labegorce - Margaux 2005,4,BOTTLE,$250 ,750ML,,
450,RF1LAF0111864-RC,Lafite - Pauillac 1864 (Recorked in 1992),1,BOTTLE,"$190,000 ",750ML,WA,92
451,RF1LAF0111865-RC,Lafite - Pauillac 1865 (Recorked in 1992),1,BOTTLE,"$190,000 ",750ML,WA,98
452,RF1LAF0111865-RC-83,Lafite - Pauillac 1865 (Recorked in 1983),1,BOTTLE,"$190,000 ",750ML,WA,98
453,RF1LAF0111868-RC,Lafite - Pauillac 1868 (Recorked in 1992),1,BOTTLE,"$160,000 ",750ML,WS,91
454,RF1LAF0111869-RCON-LD,"Lafite - Pauillac 1869 (Reconditioned,Label Damaged)",1,BOTTLE,"$220,000 ",750ML,WS,87
455,RF1LAF0111872-RC,Lafite - Pauillac 1872 (Recorked in 1983),1,BOTTLE,"$150,000 ",750ML,,
456,RF1LAF0111874,Lafite - Pauillac 1874,1,BOTTLE,"$180,000 ",750ML,WS,84
457,RF1LAF0111874-LL-NL,"Lafite - Pauillac 1874 (Low Level, No Label)",1,BOTTLE,"$150,000 ",750ML,WS,84
458,RF1LAF0111874-RC,Lafite - Pauillac 1874 (Recorked in 1992),2,BOTTLE,"$180,000 ",750ML,WS,84
459,RF1LAF0111875-RC,Lafite - Pauillac 1875 (Recorked),1,BOTTLE,"$180,000 ",750ML,WS,97
460,RF1LAF0111877-RC,Lafite - Pauillac 1877 (Recorked in 1983),1,BOTTLE,"$150,000 ",750ML,WS,88
461,RF1LAF0111891-RC,Lafite - Pauillac 1891 (Recorked in 1980s),1,BOTTLE,"$150,000 ",750ML,WS,70
462,RF1LAF0111892-RC,Lafite - Pauillac 1892 (Recorked in 1953 & 1983),1,BOTTLE,"$150,000 ",750ML,WS,72
463,RF1LAF0111893-RC,Lafite - Pauillac 1893 (Recorked in 1992),1,BOTTLE,"$180,000 ",750ML,WS,84
464,RF1LAF0111895-RC,Lafite - Pauillac 1895 (Recorked in 1987),1,BOTTLE,"$150,000 ",750ML,WS,89
465,RF1LAF0111899-RC,Lafite - Pauillac 1899 (Recorked in 1992),1,BOTTLE,"$190,000 ",750ML,WS,78
466,RF1LAF0111926,Lafite - Pauillac 1926,1,BOTTLE,"$23,000 ",750ML,WS,89
467,RF1LAF0111959-LD,Lafite - Pauillac 1959 (Label Damaged),1,BOTTLE,"$29,000 ",750ML,WA,99
468,RF1LAF0111966,Lafite - Pauillac 1966,1,BOTTLE,"$5,500 ",750ML,,
469,RF1LAF0111986,Lafite - Pauillac 1986,1,BOTTLE,"$8,900 ",750ML,WA,100
470,RF1LAF0111986-LD,Lafite - Pauillac 1986 (Label Damage),6,BOTTLE,"$8,650 ",750ML,WA,100
