,Wine,Vintage,Format,Cost,Qty,Negoce
347,CANON LA GAFFELIERE,2014,750ml,50.0,60,Twins
348,CANTEMERLE,2004,750ml,24.0,60,Twins
349,CANTEMERLE,2012,750ml,18.0,60,Twins
350,CANTEMERLE,2013,750ml,16.8,60,Twins
351,CANTEMERLE,2014,750ml,19.0,60,Twins
352,CANTEMERLE Ex-Château,1996,750ml,39.95,60,Twins
353,CANTENAC BROWN  ,2006,750ml,49.95,60,Twins
354,CANTENAC BROWN  ,2010,750ml,55.0,60,Twins
355,CANTENAC BROWN  ,2011,750ml,35.95,60,Twins
356,CANTENAC BROWN  ,2014,750ml,31.0,60,Twins
357,CAP DE FAUGERES,2011,750ml,9.6,60,Twins
358,CARBONNIEUX  ,1988,750ml,55.0,60,Twins
359,CARBONNIEUX  ,2014,750ml,22.0,60,Twins
360,CARBONNIEUX  BLANC,2015,750ml,22.0,60,Twins
361,CARILLON DE L'ANGELUS,2014,750ml,60.0,60,Twins
362,CARRE (LE),2006,750ml,49.0,60,Twins
363,CARRE (LE),2008,750ml,42.0,60,Twins
364,CARRE (LE),2010,750ml,65.0,60,Twins
365,CARRE (LE),2012,750ml,40.2,60,Twins
366,CHAPELLE D'AUSONE,2010,750ml,160.0,60,Twins
367,CHAPELLE D'AUSONE,2012,750ml,105.0,60,Twins
368,CHAPELLE D'AUSONE,2013,750ml,90.0,60,Twins
369,CHAPELLE D'AUSONE,2014,750ml,120.0,60,Twins
370,CHAPELLE DE LA MISSION,2009,750ml,66.0,60,Twins
371,CHAPELLE DE LA MISSION,2011,750ml,45.0,60,Twins
372,CHAPELLE DE LA MISSION,2012,750ml,38.0,60,Twins
373,CHAPELLE DE LA MISSION,2014,750ml,35.0,60,Twins
374,CHARMAIL,2014,750ml,10.85,60,Twins
375,CHASSE SPLEEN,2013,750ml,17.5,60,Twins
376,CHASSE SPLEEN,2014,750ml,19.5,60,Twins
377,CHAUVIN,2010,750ml,26.5,60,Twins
378,CHAUVIN,2014,750ml,20.4,60,Twins
379,CHEVAL BLANC,1986,750ml,390.0,60,Twins
380,CHEVAL BLANC,1998,750ml,615.0,60,Twins
381,CHEVAL BLANC,2005,750ml,680.0,60,Twins
382,CHEVAL BLANC,2006,750ml,390.0,60,Twins
383,CHEVAL BLANC,2012,750ml,350.0,60,Twins
384,CHEVAL BLANC,2013,750ml,299.0,60,Twins
385,CHEVAL BLANC,2014,750ml,360.0,60,Twins
386,CHEVALIER DE LASCOMBES   ,2014,750ml,19.0,60,Twins
387,CLARTE DE HAUT BRION,2013,750ml,66.0,60,Twins
388,CLARTE DE HAUT BRION,2014,750ml,60.0,60,Twins
389,CLEMENTIN DE PAPE CLEMENT,2013,750ml,16.1,60,Twins
390,CLEMENTIN DE PAPE CLEMENT,2014,750ml,18.0,60,Twins
391,CLIMENS,2007,750ml,95.0,60,Twins
392,CLIMENS Ex-Château,1964,750ml,175.0,60,Twins
393,CLIMENS Ex-Château,1969,750ml,175.0,60,Twins
394,CLIMENS Ex-Château,1975,750ml,175.0,60,Twins
395,CLINET ,2006,750ml,55.0,60,Twins
396,CLINET ,2010,750ml,115.0,60,Twins
397,CLINET ,2013,750ml,39.6,60,Twins
398,CLINET ,2014,750ml,48.0,60,Twins
399,CLOS DE L'ORATOIRE,1995,750ml,39.0,60,Twins
400,CLOS DE L'ORATOIRE,2003,750ml,28.0,60,Twins
401,CLOS DE L'ORATOIRE,2009,750ml,45.0,60,Twins
402,CLOS DE L'ORATOIRE,2011,750ml,21.75,60,Twins
403,CLOS DE L'ORATOIRE,2013,750ml,19.5,60,Twins
404,CLOS DE L'ORATOIRE,2014,750ml,21.5,60,Twins
405,CLOS DES JACOBINS,2000,750ml,29.95,60,Twins
406,CLOS DES JACOBINS,2010,750ml,27.0,60,Twins
407,CLOS DU MARQUIS,2014,750ml,32.0,60,Twins
408,CLOS DUBREUIL,2000,750ml,55.0,60,Twins
409,CLOS FLORIDENE,2014,750ml,9.5,60,Twins
410,CLOS FLORIDENE Blanc,2014,750ml,12.5,60,Twins
411,CLOS FOURTET  ,2011,750ml,62.0,60,Twins
412,CLOS FOURTET  ,2013,750ml,47.0,60,Twins
413,CLOS FOURTET  ,2014,750ml,65.0,60,Twins
