,ID,Wine,Year,Region English,Region Chinese,Formats,Negoces,Price,Markup Percentile,Markup Price,WS Merchants,WS Prices,Recommended Prices,Margin,Sell,Date,Qty,English Type,Chinese Type,English Vendor,Chinese Vendor,Rating
4721,CFW00051-2008-01500,La Dame de Montrose,2008,"St. Estephe, Bordeaux",波爾多,1500ml,BM,549.75,5%,699.74,N/A,N/A,698,150,N/A,2017-08-01 08:05,8,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
4722,CFW00954-2015-00750,Chateau Mont Perat Blanc,2015,Bordeaux,波爾多,750ml,RCA,61.39,5%,145.98,N/A,N/A,145.98,85,N/A,2017-08-01 08:05,3000,White,白酒,Chateau Mont Perat,N/A,N/A
4723,CFW00310-2009-01500,Chateau La Conseillante,2009,"Pomerol, Bordeaux","波默罗, 波爾多",1500ml,BM,3133.57,5%,3629.55,N/A,N/A,3628,496,N/A,2017-08-01 08:05,21,Red,紅酒,Chateau La Conseillante,N/A,N/A
4724,CFW01425-1991-00750,DRC Romanee Saint Vivant,1991,Burgundy,勃艮第,750ml,RCA,13514.69,5%,15400.80,N/A,N/A,15400,1886,N/A,2017-08-01 08:05,6,Red,紅酒,DRC,N/A,N/A
4725,CFW00641-2013-01500,Almaviva,2013,Puente Alto,上普恩特,1500ml,BM,1356.05,5%,1614.01,N/A,N/A,1610,258,N/A,2017-08-01 08:05,7,Red,紅酒,Almaviva,N/A,N/A
4726,CFW00126-2016-00750,Chateau Pontet Canet,2016,"Pauillac, Bordeaux",波爾多,750ml,RCA,989.55,5%,1198.43,N/A,N/A,1198,209,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
4727,CFW00182-2014-00750,Chateau de Fieuzal Rouge,2014,"Pessac Leognan, Bordeaux",波爾多,750ml,CVBG,201.57,5%,304.93,N/A,N/A,300,103,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau de Fieuzal,N/A,N/A
4728,CFW00392-2006-00750,Chateau Coufran,2006,"Haut Medoc, Bordeaux",波爾多,750ml,RCA,100.79,5%,190.66,N/A,N/A,190.66,90,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau Coufran,N/A,N/A
4729,CFW00052-2014-00750,Le Saint Estephe de Montrose,2014,"St. Estephe, Bordeaux",波爾多,750ml,CVBG,142.94,5%,238.45,N/A,N/A,238,96,N/A,2017-08-01 08:05,492,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
4730,CFW00138-2006-00750,Chateau Dauzac,2006,"Margaux, Bordeaux",波爾多,750ml,RCA,265.71,5%,377.66,N/A,N/A,375,112,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Dauzac,N/A,N/A
4731,CFW00251-1997-05000,Chateau Dassault,1997,"St. Emilion, Bordeaux",波爾多,5000ml,BM,2199.00,5%,2569.84,N/A,N/A,2568,371,N/A,2017-08-01 08:05,5,Red,紅酒,Chateau Dassault,N/A,N/A
4732,CFW00032-2014-00750,Chateau Lascombes,2014,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Twins,448.96,5%,585.45,N/A,N/A,585,136,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Lascombes,力士金酒莊,N/A
4733,CFW00064-2014-00750,Chateau Giscours,2014,"Margaux, Bordeaux",波爾多,750ml,BM,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
4734,CFW00330-2000-00375,Chateau d'Yquem,2000,"Sauternes, Bordeaux",波爾多,375ml,Twins,1328.56,5%,1582.84,N/A,N/A,1580,254,N/A,2017-08-01 08:05,60,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
4735,CFW00424-1999-00375,Chateau Meyney,1999,"St. Estephe, Bordeaux",波爾多,375ml,RCA,114.53,5%,206.24,N/A,N/A,205,92,N/A,2017-08-01 08:05,168,Red,紅酒,Chateau Meyney,N/A,N/A
4736,CFW00315-2011-01500,Chateau La Fleur Petrus,2011,"Pomerol, Bordeaux","波默罗, 波爾多",1500ml,Twins,2473.88,5%,2881.52,N/A,N/A,2880,408,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau La Fleur Petrus,N/A,N/A
4737,CFW00043-1988-00750,Chateau Ducru Beaucaillou,1988,"St. Julien, Bordeaux",波爾多,750ml,BM,1099.50,5%,1323.10,N/A,N/A,1320,224,N/A,2017-08-01 08:05,54,Red,紅酒,Chateau Ducru Beaucaillou,宝嘉龙酒庄,N/A
4738,CFW00365-2006-00750,Chateau Poujeaux,2006,"Moulis, Bordeaux",波爾多,750ml,BM,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Poujeaux,N/A,N/A
4739,CFW02103-2014-00750,Chateau Marjosse Rouge,2014,Bordeaux,波爾多,750ml,BM,47.65,5%,130.40,N/A,N/A,130.4,83,N/A,2017-08-01 08:05,4,Red,紅酒,Chateau Marjosse,N/A,N/A
4740,CFW00020-1989-00750,Chateau Leoville Las Cases,1989,"St. Julien, Bordeaux",波爾多,750ml,CVBG,1740.88,5%,2050.37,N/A,N/A,2050,309,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
4741,CFW00064-2013-00750,Chateau Giscours,2013,"Margaux, Bordeaux",波爾多,750ml,Clarence Dillon,302.36,5%,419.22,N/A,N/A,418,117,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
4742,CFW00021-2012-06000,Clos du Marquis,2012,"St. Julien, Bordeaux",波爾多,6000ml,Clarence Dillon,3170.22,5%,3671.11,N/A,N/A,3670,501,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
4743,CFW00031-2013-00750,Sarget de Gruaud Larose,2013,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,168.59,5%,267.53,N/A,N/A,265,99,N/A,2017-08-01 08:05,180,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
4744,CFW00117-2011-00750,Chateau Prieure Lichine,2011,"Margaux, Bordeaux",波爾多,750ml,Twins,256.09,5%,366.75,N/A,N/A,365,111,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Prieure Lichine,N/A,N/A
4745,CFW01808-2014-01500,Chateau Mission Haut Brion,2014,"Pessac Leognan, Bordeaux",波爾多,1500ml,Clarence Dillon,10995.00,5%,12543.70,N/A,N/A,12540,1549,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
4746,CFW00017-2015-01500,Chateau Rauzan Segla,2015,"Margaux, Bordeaux",波爾多,1500ml,RCA,2199.00,5%,2569.84,N/A,N/A,2568,371,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
4747,CFW00020-1998-00750,Chateau Leoville Las Cases,1998,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,1429.35,5%,1697.12,N/A,N/A,1695,268,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
4748,CFW00003-2000-00750,Chateau Latour,2000,"Pauillac, Bordeaux",波爾多,750ml,CVBG,7513.25,5%,8595.71,N/A,N/A,8595,1082,N/A,2017-08-01 08:05,18,Red,紅酒,Chateau Latour,拉图酒莊,N/A
4749,CFW00240-2014-00750,Chateau Berliquet,2014,"St. Emilion, Bordeaux",波爾多,750ml,BM,186.91,5%,288.31,N/A,N/A,288,101,N/A,2017-08-01 08:05,168,Red,紅酒,Chateau Berliquet,N/A,N/A
4750,CFW00064-2014-01500,Chateau Giscours,2014,"Margaux, Bordeaux",波爾多,1500ml,BM,751.32,5%,928.30,N/A,N/A,928,177,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
4751,CFW00060-1986-05000,Les Fiefs de Lagrange,1986,"St. Julien, Bordeaux",波爾多,5000ml,Twins,2382.25,5%,2777.62,N/A,N/A,2775,395,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Lagrange,N/A,N/A
4752,CFW01916-2014-00750,Chateau de Come,2014,"St. Estephe, Bordeaux",波爾多,750ml,RCA,123.69,5%,216.62,N/A,N/A,215,93,N/A,2017-08-01 08:05,3600,Red,紅酒,Chateau de Come,N/A,N/A
4753,CFW00248-2014-00750,Chateau Corbin,2014,"St. Emilion, Bordeaux",波爾多,750ml,BM,159.43,5%,257.15,N/A,N/A,255,98,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Corbin,N/A,N/A
4754,CFW00305-2007-00750,Chateau Clos L'Eglise,2007,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,461.79,5%,600.00,N/A,N/A,600,138,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Clos L'Eglise,N/A,N/A
4755,CFW00159-2014-00375,Chateau Clerc Milon,2014,"Pauillac, Bordeaux",波爾多,375ml,BM,279.46,5%,393.25,N/A,N/A,390,114,N/A,2017-08-01 08:05,132,Red,紅酒,Baron Philippe de Rothschild,N/A,N/A
4756,CFW00481-2011-00750,Chateau Capbern Gasqueton,2011,"St. Estephe, Bordeaux",波爾多,750ml,Clarence Dillon,103.54,5%,193.77,N/A,N/A,193.77,90,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Capbern Gasqueton,N/A,N/A
4757,CFW00030-2014-00375,Chateau Gruaud Larose,2014,"St. Julien, Bordeaux",波爾多,375ml,Twins,201.57,5%,304.93,N/A,N/A,300,103,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
4758,CFW00138-2015-03000,Chateau Dauzac,2015,"Margaux, Bordeaux",波爾多,3000ml,RCA,1630.92,5%,1925.68,N/A,N/A,1925,295,N/A,2017-08-01 08:05,16,Red,紅酒,Chateau Dauzac,N/A,N/A
4759,CFW01958-2013-00750,Ornellaia,2013,Tuscany,托斯卡納,750ml,CVBG,870.44,5%,1063.37,N/A,N/A,1060,193,N/A,2017-08-01 08:05,240,Red,紅酒,Tenuta dell'Ornellaia,N/A,N/A
4760,CFW00023-2003-00750,Chateau Leoville Poyferre,2003,"St. Julien, Bordeaux",波爾多,750ml,Twins,1181.96,5%,1416.60,N/A,N/A,1415,235,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
4761,CFW00023-2013-00750,Chateau Leoville Poyferre,2013,"St. Julien, Bordeaux",波爾多,750ml,Twins,403.15,5%,533.50,N/A,N/A,530,130,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
4762,CFW00159-2002-06000,Chateau Clerc Milon,2002,"Pauillac, Bordeaux",波爾多,6000ml,BM,5158.49,5%,5925.63,N/A,N/A,5925,767,N/A,2017-08-01 08:05,6,Red,紅酒,Baron Philippe de Rothschild,N/A,N/A
4763,CFW01724-2013-00750,Chateau de Panigon,2013,"Medoc, Bordeaux",波爾多,750ml,RCA,56.81,5%,140.79,N/A,N/A,140.79,84,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau de Panigon,N/A,N/A
4764,CFW00112-1996-00750,Chateau Lafon Rochet,1996,"St. Estephe, Bordeaux",波爾多,750ml,Twins,476.45,5%,616.62,N/A,N/A,615,140,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Lafon Rochet,N/A,N/A
4765,CFW00168-2005-00750,Chateau Haut Bailly,2005,"Graves, Bordeaux",波爾多,750ml,BM,879.60,5%,1073.76,N/A,N/A,1070,194,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Haut Bailly,奧巴特利,N/A
4766,CFW00377-2012-00750,Chateau Bournac,2012,"Medoc, Bordeaux",波爾多,750ml,RCA,65.97,5%,151.17,N/A,N/A,151.17,85,N/A,2017-08-01 08:05,6000,Red,紅酒,Chateau Bournac,N/A,N/A
4767,CFW02091-2015-00750,Chateau Les Cruzelles,2015,Bordeaux,波爾多,750ml,CVBG,151.18,5%,247.79,N/A,N/A,245,97,N/A,2017-08-01 08:05,198,Red,紅酒,Chateau Les Cruzelles,N/A,N/A
4768,CFW01945-2008-00750,Carmes de Rieussec,2008,"Sauternes, Bordeaux",波爾多,750ml,Twins,137.44,5%,232.21,N/A,N/A,230,95,N/A,2017-08-01 08:05,60,Sweet,甜酒,Domaine Lafite Rothschild,N/A,N/A
4769,CFW00001-2006-03000,Chateau Lafite Rothschild,2006,"Pauillac, Bordeaux",波爾多,3000ml,BM,30877.62,5%,35088.79,N/A,N/A,35088,4211,N/A,2017-08-01 08:05,3,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
4770,CFW00330-2013-00375,Chateau d'Yquem,2013,"Sauternes, Bordeaux",波爾多,375ml,CVBG,1145.31,5%,1375.05,N/A,N/A,1375,230,N/A,2017-08-01 08:05,1200,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
4771,CFW00019-2008-03000,Chateau Rauzan Gassies,2008,"Margaux, Bordeaux","瑪歌, 波爾多",3000ml,BM,1575.95,5%,1863.35,N/A,N/A,1860,287,N/A,2017-08-01 08:05,5,Red,紅酒,Chateau Rauzan Gassies,路仙歌庄园,N/A
4772,CFW00338-2010-00750,Chateau Coutet,2010,"Sauternes, Bordeaux",波爾多,750ml,CVBG,417.81,5%,550.13,N/A,N/A,550,132,N/A,2017-08-01 08:05,456,Sweet,甜酒,Chateau Coutet,N/A,N/A
4773,CFW00020-2004-00750,Chateau Leoville Las Cases,2004,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,1246.10,5%,1489.33,N/A,N/A,1488,243,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
4774,CFW00019-1966-00750,Chateau Rauzan Gassies,1966,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,RCA,2867.86,5%,3328.26,N/A,N/A,3328,460,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Rauzan Gassies,路仙歌庄园,N/A
4775,CFW00114-2010-00375,Chateau Beychevelle,2010,"St. Julien, Bordeaux",波爾多,375ml,BM,439.80,5%,575.06,N/A,N/A,575,135,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Beychevelle,龍船酒莊,N/A
4776,CFW00128-2013-00750,Chateau Batailley,2013,"Pauillac, Bordeaux",波爾多,750ml,RCA,265.71,5%,377.66,N/A,N/A,375,112,N/A,2017-08-01 08:05,78,Red,紅酒,Chateau Batailley,N/A,N/A
4777,CFW00308-2011-00750,Chateau L'Evangile,2011,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Twins,980.39,5%,1188.04,N/A,N/A,1188,208,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Barons de Rothschild,N/A,N/A
4778,CFW00218-2010-00750,Chateau Ausone,2010,"St. Emilion, Bordeaux",波爾多,750ml,BM,11453.12,5%,13063.17,N/A,N/A,13060,1610,N/A,2017-08-01 08:05,19,Red,紅酒,Chateau Ausone,欧颂,N/A
4779,CFW00330-2007-00750,Chateau d'Yquem,2007,"Sauternes, Bordeaux",波爾多,750ml,RCA,2107.38,5%,2465.95,N/A,N/A,2465,359,N/A,2017-08-01 08:05,240,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
4780,CFW00361-2013-00750,Chateau Les Ormes de Pez,2013,"St. Estephe, Bordeaux",波爾多,750ml,Twins,130.57,5%,224.42,N/A,N/A,220,94,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Les Ormes de Pez,N/A,N/A
4781,CFW00992-2014-00750,"Chateau Thieuley ""Reserve Francis Courselle"" Rouge",2014,Bordeaux,波爾多,750ml,RCA,74.22,5%,160.53,N/A,N/A,160.53,86,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau Thieuley,N/A,N/A
4782,CFW00298-2004-06000,Chateau La Tour Figeac,2004,"St. Emilion, Bordeaux",波爾多,6000ml,CVBG,2932.00,5%,3400.99,N/A,N/A,3400,469,N/A,2017-08-01 08:05,5,Red,紅酒,Chateau La Tour Figeac,N/A,N/A
4783,CFW01137-2006-00750,Chateau de Pommard,2006,Burgundy,勃艮第,750ml,Dynamic,1040.17,5%,1255.83,N/A,N/A,1255,216,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau de Pommard,N/A,N/A
4784,CFW00114-2013-01500,Chateau Beychevelle,2013,"St. Julien, Bordeaux",波爾多,1500ml,RCA,1429.35,5%,1697.12,N/A,N/A,1695,268,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Beychevelle,龍船酒莊,N/A
4785,CFW00149-2008-00750,Chateau Pedesclaux,2008,"Pauillac, Bordeaux",波爾多,750ml,RCA,238.22,5%,346.49,N/A,N/A,345,108,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Pedesclaux,N/A,N/A
4786,CFW00030-1993-03000,Chateau Gruaud Larose,1993,"St. Julien, Bordeaux",波爾多,3000ml,RCA,1832.50,5%,2154.26,N/A,N/A,2150,322,N/A,2017-08-01 08:05,80,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
4787,CFW00207-2009-00750,Chateau Pape Clement Rouge,2009,"Pessac Leognan, Bordeaux",波爾多,750ml,Twins,1374.38,5%,1634.79,N/A,N/A,1630,260,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Pape Clement,N/A,N/A
4788,CFW00043-1982-00750,Chateau Ducru Beaucaillou,1982,"St. Julien, Bordeaux",波爾多,750ml,CVBG,3573.38,5%,4128.26,N/A,N/A,4128,555,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Ducru Beaucaillou,宝嘉龙酒庄,N/A
4789,CFW00017-2012-01500,Chateau Rauzan Segla,2012,"Margaux, Bordeaux",波爾多,1500ml,CVBG,1053.69,5%,1271.16,N/A,N/A,1270,217,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
4790,CFW02143-2010-00750,Chateau Sociando Mallet,2010,Bordeaux,波爾多,750ml,RCA,279.46,5%,393.25,N/A,N/A,390,114,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Sociando Mallet,N/A,N/A
4791,CFW00023-2013-00750,Chateau Leoville Poyferre,2013,"St. Julien, Bordeaux",波爾多,750ml,RCA,430.64,5%,564.68,N/A,N/A,560,134,N/A,2017-08-01 08:05,72,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
4792,CFW00954-2013-00750,Chateau Mont Perat Blanc,2013,Bordeaux,波爾多,750ml,RCA,61.39,5%,145.98,N/A,N/A,145.98,85,N/A,2017-08-01 08:05,3720,White,白酒,Chateau Mont Perat,N/A,N/A
4793,CFW00030-2006-00750,Chateau Gruaud Larose,2006,"St. Julien, Bordeaux",波爾多,750ml,RCA,632.21,5%,793.24,N/A,N/A,790,161,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
4794,CFW00398-2013-00750,Chateau Fourcas Dupre,2013,"Listrac, Bordeaux",波爾多,750ml,RCA,89.33,5%,177.66,N/A,N/A,177.66,88,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Fourcas Dupre,N/A,N/A
4795,CFW00130-2009-00750,Chateau Grand Puy Lacoste,2009,"Pauillac, Bordeaux",波爾多,750ml,BM,641.38,5%,803.64,N/A,N/A,800,162,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Grand Puy Lacoste,拉高斯/拉古斯城堡庄园,N/A
4796,CFW00195-2015-00750,Chateau Latour Martillac Rouge,2015,"Graves, Bordeaux",波爾多,750ml,RCA,206.16,5%,310.14,N/A,N/A,310,104,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Latour Martillac,N/A,N/A
4797,CFW00128-2008-00750,Chateau Batailley,2008,"Pauillac, Bordeaux",波爾多,750ml,Cuvees,320,5%,439.22,N/A,N/A,438,119,N/A,2017-08-01 08:05,8,Red,紅酒,Chateau Batailley,N/A,N/A
4798,CFW00051-2008-06000,La Dame de Montrose,2008,"St. Estephe, Bordeaux",波爾多,6000ml,BM,2263.14,5%,2642.56,N/A,N/A,2640,379,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
4799,CFW00640-2014-00375,Sena,2014,Aconcagua,阿空加瓜,375ml,BM,339.01,5%,460.78,N/A,N/A,460,122,N/A,2017-08-01 08:05,237,Red,紅酒,Sena,N/A,N/A
4800,CFW00023-2009-03000,Chateau Leoville Poyferre,2009,"St. Julien, Bordeaux",波爾多,3000ml,BM,8887.62,5%,10154.12,N/A,N/A,10150,1267,N/A,2017-08-01 08:05,8,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
4801,CFW00051-2014-00750,La Dame de Montrose,2014,"St. Estephe, Bordeaux",波爾多,750ml,CVBG,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,84,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
4802,CFW00217-2008-00750,Chateau Angelus,2008,"St. Emilion, Bordeaux",波爾多,750ml,RCA,2565.50,5%,2985.41,N/A,N/A,2985,420,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Angelus,金鐘酒莊,N/A
4803,CFW00053-2013-00750,Chateau Kirwan,2013,"Margaux, Bordeaux",波爾多,750ml,RCA,256.55,5%,367.27,N/A,N/A,365,111,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Kirwan,麒麟酒庄,N/A
4804,CFW01808-2013-00375,Chateau Mission Haut Brion,2013,"Pessac Leognan, Bordeaux",波爾多,375ml,Clarence Dillon,687.19,5%,855.58,N/A,N/A,855,168,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
4805,CFW00373-2013-01500,Chateau Beaumont,2013,"Haut Medoc, Bordeaux",波爾多,1500ml,BM,131.94,5%,225.98,N/A,N/A,225,94,N/A,2017-08-01 08:05,108,Red,紅酒,Chateau Beaumont,N/A,N/A
4806,CFW00217-2014-00750,Chateau Angelus,2014,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,2107.38,5%,2465.95,N/A,N/A,2465,359,N/A,2017-08-01 08:05,78,Red,紅酒,Chateau Angelus,金鐘酒莊,N/A
4807,CFW00225-2013-00750,Chateau Canon La Gaffeliere,2013,"St. Emilion, Bordeaux",波爾多,750ml,RCA,416.89,5%,549.08,N/A,N/A,548,132,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Canon La Gaffeliere, 嘉芙丽庄园,N/A
4808,CFW00233-2004-00750,Chateau Trotte Vieille,2004,"St. Emilion, Bordeaux",波爾多,750ml,La Bergere,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Trotte Vieille,N/A,N/A
4809,CFW02115-2012-00750,Chateau Montviel,2012,Bordeaux,波爾多,750ml,CVBG,175.92,5%,275.85,N/A,N/A,275,100,N/A,2017-08-01 08:05,204,Red,紅酒,Chateau Montviel,N/A,N/A
4810,CFW01604-2012-00750,Chateau Moulin Haut Villars,2012,"Fronsac, Bordeaux",波爾多,750ml,RCA,54.97,5%,138.70,N/A,N/A,138.7,84,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Moulin Haut Villars,N/A,N/A
4811,CFW00302-2013-00750,Chateau Bellegrave,2013,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,120.94,5%,213.50,N/A,N/A,210,93,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Bellegrave,N/A,N/A
4812,CFW01599-2014-00750,Chateau Herve Laroque,2014,"Fronsac, Bordeaux",波爾多,750ml,RCA,71.47,5%,157.41,N/A,N/A,157.41,86,N/A,2017-08-01 08:05,12000,Red,紅酒,Chateau Herve Laroque,N/A,N/A
4813,CFW00126-2011-00750,Chateau Pontet Canet,2011,"Pauillac, Bordeaux",波爾多,750ml,Clarence Dillon,632.21,5%,793.24,N/A,N/A,790,161,N/A,2017-08-01 08:05,132,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
4814,CFW01994-2016-00750,Chateau d'Aiguilhe,2016,Bordeaux,波爾多,750ml,RCA,148.43,5%,244.67,N/A,N/A,240,96,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau d'Aiguilhe,N/A,N/A
4815,CFW00219-2003-05000,Chateau Cheval Blanc,2003,"St. Emilion, Bordeaux",波爾多,5000ml,CVBG,26571.25,5%,30205.76,N/A,N/A,30205,3635,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Cheval Blanc,白马,N/A
4816,CFW01718-2014-00750,Chateau Amour,2014,"Medoc, Bordeaux",波爾多,750ml,RCA,57.72,5%,141.82,N/A,N/A,141.82,84,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau Amour,N/A,N/A
4817,CFW00108-2014-00750,Chateau La Tour Carnet,2014,"Haut Medoc, Bordeaux",波爾多,750ml,Twins,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,60,Red,紅酒,Bernard Magrez,N/A,N/A
4818,CFW00154-2015-00750,La Closerie de Camensac,2015,"Haut Medoc, Bordeaux",波爾多,750ml,CVBG,87.96,5%,176.11,N/A,N/A,176.11,88,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Camensac,N/A,N/A
4819,CFW00330-2013-01500,Chateau d'Yquem,2013,"Sauternes, Bordeaux",波爾多,1500ml,BM,4581.25,5%,5271.09,N/A,N/A,5270,690,N/A,2017-08-01 08:05,5,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
4820,CFW00001-2012-00750,Chateau Lafite Rothschild,2012,"Pauillac, Bordeaux",波爾多,750ml,CVBG,4306.38,5%,4959.41,N/A,N/A,4958,653,N/A,2017-08-01 08:05,204,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
4821,CFW00220-2014-06000,Chateau Pavie,2014,"St. Emilion, Bordeaux",波爾多,6000ml,RCA,16492.50,5%,18777.37,N/A,N/A,18775,2285,N/A,2017-08-01 08:05,2,Red,紅酒,Chateau Pavie,帕菲,N/A
4822,CFW01466-2012-00750,Chateau Jouanin,2012,"Castillon Cotes de Bordeaux, Bordeaux",波爾多,750ml,RCA,33.90,5%,114.81,N/A,N/A,114.81,81,N/A,2017-08-01 08:05,12000,Red,紅酒,Chateau Jouanin,N/A,N/A
4823,CFW01001-2015-00750,Chateau Toutigeac,2015,Bordeaux,波爾多,750ml,RCA,27.49,5%,107.54,N/A,N/A,107.54,80,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau Toutigeac,N/A,N/A
4824,CFW00006-1994-00750,Chateau Margaux,1994,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Clarence Dillon,3619.19,5%,4180.20,N/A,N/A,4180,561,N/A,2017-08-01 08:05,5,Red,紅酒,Chateau Margaux,瑪歌酒莊,N/A
4825,CFW00477-2013-00750,Chateau Bridane,2013,"St. Julien, Bordeaux",波爾多,750ml,BM,98.95,5%,188.57,N/A,N/A,188.57,90,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Bridane,N/A,N/A
4826,CFW00330-2011-00750,Chateau d'Yquem,2011,"Sauternes, Bordeaux",波爾多,750ml,RCA,2547.17,5%,2964.63,N/A,N/A,2960,417,N/A,2017-08-01 08:05,36,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
4827,CFW01835-2005-01500,Chateau Le Pin,2005,"Pomerol, Bordeaux",波爾多,1500ml,BM,50302.12,5%,57114.41,N/A,N/A,57110,6812,N/A,2017-08-01 08:05,4,Red,紅酒,Chateau Le Pin,N/A,N/A
