,                          THE CLASSICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
545,2010,CH. GISCOURS,,3RD GCC,Margaux,3,cs,,50,91,**** 17,94,92-93
546,2012,CH. GISCOURS,,3RD GCC,Margaux,1,cs,,35,90,17,90,92
547,2013,CH. GISCOURS,,3RD GCC,Margaux,300,cs,,32.9,,16.75,,90-91
548,2013,CH. GISCOURS,Half,3RD GCC,Margaux,1,cs,,16.5,,16.75,,90-91
549,2013,CH. GISCOURS,Mag.,3RD GCC,Margaux,5,cs,,65,,16.75,,90-91
550,,,,,,,,,,,,,
551,2012,CH. LA GURGUE,,from Ch. Ferrière,Margaux,11,cs,,14.5,,16.5,,
552,2013,CH. LA GURGUE,,from Ch. Ferrière,Margaux,2,cs,,12,,,,
553,,,,,,,,,,,,,
554,2004,LES HAUTS DU TERTRE,,2nd label of Ch. Du Tertre,Margaux,50,cs,,14.8,,,,
555,2011,LES HAUTS DU TERTRE,,2nd label of Ch. Du Tertre,Margaux,40,cs,,14.8,,,,
556,2011,LES HAUTS DU TERTRE,Mag.,2nd label of Ch. Du Tertre,Margaux,7,cs,,29.8,,,,
557,2012,LES HAUTS DU TERTRE,,2nd label of Ch. Du Tertre,Margaux,45,cs,,13.95,,,,
558,2012,LES HAUTS DU TERTRE,Mag.,2nd label of Ch. Du Tertre,Margaux,10,cs,,30,,,,
559,2013,LES HAUTS DU TERTRE,,2nd label of Ch. Du Tertre,Margaux,60,cs,,13.25,,,,
560,2013,LES HAUTS DU TERTRE,Mag.,2nd label of Ch. Du Tertre,Margaux,17,cs,,28.25,,,,
561,,,,,,,,,,,,,
562,2007,CH. D'ISSAN,,3RD GCC,Margaux,5,cs,,48,88,**** 17,84-87,
563,2010,CH. D'ISSAN,,3RD GCC,Margaux,1,cs,,57,95,****17.25,91,94
564,2013,CH. D'ISSAN,,3RD GCC,Margaux,2,cs,,31,85-87,17,,91-92
565,2014,CH. D'ISSAN,,3RD GCC,Margaux,100,cs,,31.5,,17/20,86-89,92-93
566,2014,CH. D'ISSAN,Half,3RD GCC,Margaux,5,cs,,16.5,,17/20,86-89,92-93
567,2014,CH. D'ISSAN,Mag.,3RD GCC,Margaux,3,cs,,63,,17/20,86-89,92-93
568,,,,,,,,,,,,,
569,2000,CH. KIRWAN,,3RD GCC,Margaux,2,cs,,76,90,,,
570,2010,CH. KIRWAN,,3RD GCC,Margaux,65,cs,,48,92+,*** 16.25,91,93
571,2013,CH. KIRWAN,,3RD GCC,Margaux,30,cs,,23,87-88,16.75,84-87,89-90
572,2013,CH. KIRWAN,Mag.,3RD GCC,Margaux,2,cs,,45.8,87-88,16.75,84-87,89-90
573,,,,,,,,,,,,,
574,2010,CH. LASCOMBES,,2ND GCC,Margaux,20,cs,,72,96,**** 17.5,91,94
575,2011,CH. LASCOMBES,,2ND GCC,Margaux,5,cs,,56,93,**** 17,90,91
576,2012,CH. LASCOMBES,,2ND GCC,Margaux,9,cs,,52,94,17,,
577,2013,CH. LASCOMBES,,2ND GCC,Margaux,80,cs,,44.5,90-93,16.75,88-91,86-87
578,,,,,,,,,,,,,
579,1989,CH. MARGAUX,,1ST GCC,Margaux,1,cs,,495,90,,97,
580,1993,CH. MARGAUX,,1ST GCC,Margaux,3,cs,,398,88,,90,
581,1994,CH. MARGAUX,,1ST GCC,Margaux,26,cs,,385,91+,,90,
582,1997,CH. MARGAUX,,1ST GCC,Margaux,25,cs,,385,90,,90,
583,1999,CH. MARGAUX,,1ST GCC,Margaux,3,cs,,438,94,,93,
584,2002,CH. MARGAUX,,1ST GCC,Margaux,5,cs,,435,93,,92,
585,2003,CH. MARGAUX,,1ST GCC,Margaux,1,cs,,575,98,,95,98
586,2004,CH. MARGAUX,,1ST GCC,Margaux,17,cs,,395,93,,94,
587,2005,CH. MARGAUX,,1ST GCC,Margaux,6,cs,,825,98+,***** 20,97,
588,2007,CH. MARGAUX,,1ST GCC,Margaux,14,cs,,380,92,***** 18.5,89,
589,2007,CH. MARGAUX,Imp.,1ST GCC,Margaux,1,cs,/1,3000,92,***** 18.5,89,
590,2010,CH. MARGAUX,,1ST GCC,Margaux,11,cs,,750,99,****17.5,98,100
591,2010,CH. MARGAUX,DMag.,1ST GCC,Margaux,1,cs,/1,2900,99,****17.5,98,100
592,2010,CH. MARGAUX,Jero.,1ST GCC,Margaux,1,cs,/1,4700,99,****17.5,98,100
593,2012,CH. MARGAUX,,1ST GCC,Margaux,1,cs,,360,95,18.75,95,94
594,2013,CH. MARGAUX,,1ST GCC,Margaux,5,cs,,310,88-90,18.25,90-93,94-95
595,,,,,,,,,,,,,
596,2014,MARGAUX DE BRANE,,,Margaux,300,cs,,11.4,,,,
597,,,,,,,,,,,,,
598,2009,CH. MARQUIS D'ALESME BECKER,,3RD GCC,Margaux,5,cs,,36,81-83,**** 16.5,90,91
599,2011,CH. MARQUIS D'ALESME BECKER,,3RD GCC,Margaux,18,cs,,23,88+,**** 16.5,90,90-91
600,2012,CH. MARQUIS D'ALESME BECKER,,3RD GCC,Margaux,18,cs,,23,88-90,16.75,90,89-90
601,,,,,,,,,,,,,
602,2006,CH. MARQUIS DE TERME,,4TH GCC,Margaux,9,cs,,34,,,,
603,2010,CH. MARQUIS DE TERME,,4TH GCC,Margaux,2,cs,,42,,***16.25,92,92
604,,,,,,,,,,,,,
605,2010,CH. MONBRISON,,,Margaux,3,cs,,25,,**** 17,92,91
606,2011,CH. MONBRISON,,,Margaux,60,cs,,19.85,,*** 16,,90-91
607,2012,CH. MONBRISON,,,Margaux,125,cs,,17.5,,16.75,89,
608,2012,CH. MONBRISON,Mag.,,Margaux,2,cs,,35,,16.75,89,
609,2013,CH. MONBRISON,,,Margaux,140,cs,,15.95,,16.5,,
610,2013,CH. MONBRISON,Mag.,,Margaux,3,cs,,32.4,,16.5,,
611,,,,,,,,,,,,,
612,2010,LE PAGE DE LA TOUR DE BESSAN,,2nd label of Ch.La Tour de Bessan,Margaux,60,cs,,10.75,,,,
613,2011,LE PAGE DE LA TOUR DE BESSAN,,2nd label of Ch.La Tour de Bessan,Margaux,500,cs,,9.85,,,,
614,2012,LE PAGE DE LA TOUR DE BESSAN,,2nd label of Ch.La Tour de Bessan,Margaux,500,cs,,9.85,,,,
615,2014,LE PAGE DE LA TOUR DE BESSAN,,2nd label of Ch.La Tour de Bessan,Margaux,300,cs,,10,,,,
616,,,,,,,,,,,,,
617,1990,CH. PALMER,,3RD GCC,Margaux,2,cs,/3,308,92,,,
618,1995,CH. PALMER,,3RD GCC,Margaux,2,cs,,240,94,,94,
619,1998,CH. PALMER,,3RD GCC,Margaux,2,cs,,225,91,,,
620,2004,CH. PALMER,Mag.,3RD GCC,Margaux,1,cs,/3,378,94,,,
621,2004,CH. PALMER,Imp.,3RD GCC,Margaux,1,cs,/1,1889,94,,,
622,2005,CH. PALMER,,3RD GCC,Margaux,12,cs,,295,98,***** 19,95,
623,2012,CH. PALMER,Mag.,3RD GCC,Margaux,1,cs,,365,96,18.50,94,95-96
624,,,,,,,,,,,,,
625,1989,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,1,cs,,180,85,,,
626,2003,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,14,cs,,135,90,****,92,90
627,2006,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,11,cs,,125,86,****,,
628,2007,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,20,cs,,125,88,**** 17,,
629,2008,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,20,cs,,125,88,*** 16,,90
630,2008,PAVILLON ROUGE DU CH. MARGAUX,Mag.,2nd label of Ch. Margaux,Margaux,1,cs,,250,88,*** 16,,90
631,2009,PAVILLON ROUGE DU CH. MARGAUX,,2nd label of Ch. Margaux,Margaux,50,cs,,138,93,**** 18,91,95
632,,,,,,,,,,,,,
633,2007,CH. PRIEURÉ LICHINE,,4TH GCC,Margaux,22,cs,,32,88,*** 16.5,,
634,2010,CH. PRIEURE LICHINE,,4TH GCC,Margaux,55,cs,,39.9,92,*****18.75,91,94-95
635,2010,CH. PRIEURE LICHINE,Half,4TH GCC,Margaux,2,cs,,21,92,*****18.75,91,94-95
636,2010,CH. PRIEURE LICHINE,Mag.,4TH GCC,Margaux,10,cs,,82,92,*****18.75,91,94-95
637,2012,CH. PRIEURE LICHINE,,4TH GCC,Margaux,45,cs,,25,91,16.75,90,92
638,2012,CH. PRIEURE LICHINE,Mag.,4TH GCC,Margaux,5,cs,,50,91,16.75,90,92
639,,,,,,,,,,,,,
640,1996,CH. RAUZAN GASSIES,,2ND GCC,Margaux,35,cs,,48,,,,
641,1999,CH. RAUZAN GASSIES,,2ND GCC,Margaux,40,cs,,49.5,,,,
642,2001,CH. RAUZAN GASSIES,,2ND GCC,Margaux,50,cs,,47,,,,
643,,,,,,,,,,,,,
644,1998,CH. RAUZAN SEGLA,,2ND GCC,Margaux,3,cs,,92,89,,90,
645,1999,CH. RAUZAN SEGLA,Mag.,2ND GCC,Margaux,2,cs,,167,88,,86,
646,2001,CH. RAUZAN SEGLA,,2ND GCC,Margaux,12,cs,,83,89,,92,
647,2005,CH. RAUZAN SEGLA,,2ND GCC,Margaux,1,cs,,115,93,**** 18.5,97,97
648,2006,CH. RAUZAN SEGLA,,2ND GCC,Margaux,5,cs,,59.8,93,****,92,
649,2008,CH. RAUZAN SEGLA,,2ND GCC,Margaux,7,cs,,61,90+,**** 17.5,90-93,
650,2013,CH. RAUZAN SEGLA,,2ND GCC,Margaux,50,cs,,40,89-91,17.25,88-91,91-92
651,2013,CH. RAUZAN SEGLA,DMag.,2ND GCC,Margaux,1,cs,/3,160,89-91,17.25,88-91,91-92
652,2013,CH. RAUZAN SEGLA,Jero.,2ND GCC,Margaux,1,cs,/1,275,89-91,17.25,88-91,91-92
653,2013,CH. RAUZAN SEGLA,Imp.,2ND GCC,Margaux,1,cs,/1,350,89-91,17.25,88-91,91-92
654,,,,,,,,,,,,,
655,2008,CH. SIRAN,,,Margaux,2,cs,,18,86,**** 16.5,,
656,2010,CH. SIRAN,,,Margaux,100,cs,,20,91,**** 16.5,91,93
657,2011,CH. SIRAN,,,Margaux,350,cs,,16.5,89,**** 17,89,90
658,2011,CH. SIRAN,Half,,Margaux,7,cs,,9.5,89,**** 17,89,90
659,2012,CH. SIRAN,,,Margaux,450,cs,,14.5,90,16.75,89,
660,2012,CH. SIRAN,Half,,Margaux,9,cs,,7.95,90,16.75,89,
661,2012,CH. SIRAN,Mag.,,Margaux,3,cs,,32,90,16.75,89,
662,2013,CH. SIRAN,,,Margaux,350,cs,,13.95,,16.25,,
663,2013,CH. SIRAN,Half,,Margaux,10,cs,,7.95,,16.25,,
664,2013,CH. SIRAN,Mag.,,Margaux,10,cs,,29,,16.25,,
665,2013,CH. SIRAN,Imp.,,Margaux,3,cs,/1,165,,16.25,,
666,,,,,,,,,,,,,
667,2012,LA SIRENE DE GISCOURS,Half,2nd label of Ch.Giscours,Margaux,2,cs,,10,,,83,
668,2013,LA SIRENE DE GISCOURS,,2nd label of Ch.Giscours,Margaux,30,cs,,17.8,,,,87-88
669,,,,,,,,,,,,,
670,2012,S DE SIRAN,,2nd label of Ch. Siran,Margaux,140,cs,,11,,,,
671,2013,S DE SIRAN,,2nd label of Ch. Siran,Margaux,180,cs,,10.5,,,,
672,,,,,,,,,,,,,
673,2006,CH. DU TERTRE,,5TH GCC,Margaux,25,cs,,35,86,***,,
674,2013,CH. DU TERTRE,,5TH GCC,Margaux,25,cs,,24,87-89,16.5,,91-92
675,,,,,,,,,,,,,
676,2011,CH. LA TOUR DE BESSAN,,Cru Bourgeois,Margaux,200,cs,,11,,*** 15.5,,
677,2012,CH. LA TOUR DE BESSAN,,Cru Bourgeois,Margaux,130,cs,,11,,16,,
678,2013,CH. LA TOUR DE BESSAN,,Cru Bourgeois,Margaux,35,cs,,10.6,,16,,
679,,,,,,,,,,,,,
680,2007,CH. TOUR MASSAC,,from Ch.Boyd Cantenac,Margaux,90,cs,,13.75,,,,
681,2008,CH. TOUR MASSAC,,from Ch.Boyd Cantenac,Margaux,110,cs,,13.95,,,,
682,2009,CH. TOUR MASSAC,,from Ch.Boyd Cantenac,Margaux,85,cs,,16.8,,,,
683,2010,CH. TOUR MASSAC,,from Ch.Boyd Cantenac,Margaux,280,cs,,16.4,,,,
684,,,,,,,,,,,,,
685,HAUT-MEDOC,,,,,,,,,,,,
686,,,,,,,,,,,,,
687,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
688,,,,,,,,,,,,,
689,2009,LES ALLEES DE CANTEMERLE,Half,2nd label of Ch. Cantemerle,Haut-Médoc,13,cs,,6,,,,
690,2010,LES ALLEES DE CANTEMERLE,Half,2nd label of Ch. Cantemerle,Haut-Médoc,54,cs,,6,,,,
691,2011,LES ALLEES DE CANTEMERLE,,2nd label of Ch. Cantemerle,Haut-Médoc,75,cs,,9.8,,,,
692,2011,LES ALLEES DE CANTEMERLE,Half,2nd label of Ch. Cantemerle,Haut-Médoc,65,cs,,5.65,,,,
693,2012,LES ALLEES DE CANTEMERLE,,2nd label of Ch. Cantemerle,Haut-Médoc,200,cs,,9.25,,,,
694,2012,LES ALLEES DE CANTEMERLE,Half,2nd label of Ch. Cantemerle,Haut-Médoc,80,cs,,5.6,,,,
695,2013,LES ALLEES DE CANTEMERLE,,2nd label of Ch. Cantemerle,Haut-Médoc,300,cs,,9,,,,
696,2013,LES ALLEES DE CANTEMERLE,Half,2nd label of Ch. Cantemerle,Haut-Médoc,75,cs,,5.6,,,,
697,2013,LES ALLEES DE CANTEMERLE,Mag.,2nd label of Ch. Cantemerle,Haut-Médoc,15,cs,,18.75,,,,
698,,,,,,,,,,,,,
699,2012,BEL AIR DE SIRAN,,Haut Médoc from Ch.Siran,Haut-Médoc,180,cs,,5.95,,,,
700,,,,,,,,,,,,,
701,2009,CH. BERNADOTTE,, From Ch.Pichon Lalande - Cru Bourgeois,Haut-Médoc,60,cs,,14.65,89,*** 16+,,92
702,2010,CH. BERNADOTTE,, From Ch.Pichon Lalande - Cru Bourgeois,Haut-Médoc,350,cs,,12.8,89,**** 16.5,89-92,90
703,2011,CH. BERNADOTTE,, From Ch.Pichon Lalande - Cru Bourgeois,Haut-Médoc,2,cs,,11.25,86,*** 16+,,
704,,,,,,,,,,,,,
705,2011,CH. CAMBON LA PELOUSE,,,Haut-Médoc,2,cs,,9.6,87,*** 16,,
706,,,,,,,,,,,,,
707,2006,CH. DE CAMENSAC,,5TH GCC,Haut-Médoc,100,cs,,25.8,87,***,,
708,2006,CH. DE CAMENSAC,Mag.,5TH GCC,Haut-Médoc,7,cs,,51,87,***,,
709,2008,CH. DE CAMENSAC,,5TH GCC,Haut-Médoc,6,cs,,23,87,*** 15,,
710,2009,CH. DE CAMENSAC,,5TH GCC,Haut-Médoc,150,cs,,26.5,89,*** 16,,
711,2009,CH. DE CAMENSAC,Mag.,5TH GCC,Haut-Médoc,1,cs,,53,89,*** 16,,
712,2012,CH. DE CAMENSAC,Half,5TH GCC,Haut-Médoc,40,cs,,8.6,86,16.25,,92
713,,,,,,,,,,,,,
714,2012,CH. DE CANDALE,,Haut Médoc d'Issan,Haut-Médoc,94,cs,,9.25,,,,
715,,,,,,,,,,,,,
716,2005,CH. CANTEMERLE,,5TH GCC,Haut-Médoc,19,cs,,38,89,*** 16.5,90,
717,2008,CH. CANTEMERLE,,5TH GCC,Haut-Médoc,65,cs,,24,88,*** 16,,
718,2011,CH. CANTEMERLE,,5TH GCC,Haut-Médoc,85,cs,,19.5,91,*** 16,87-90,91
719,2012,CH. CANTEMERLE,,5TH GCC,Haut-Médoc,160,cs,,18.5,88,16.25,,92
720,2012,CH. CANTEMERLE,Half,5TH GCC,Haut-Médoc,35,cs,,10.25,88,16.25,,92
721,2012,CH. CANTEMERLE,Mag.,5TH GCC,Haut-Médoc,2,cs,,38,88,16.25,,92
722,2013,CH. CANTEMERLE,,5TH GCC,Haut-Médoc,1,cs,,17.5,86-88,16.5,87-90,
723,,,,,,,,,,,,,
724,2012,CH. CHARMAIL,,,Haut-Médoc,1,cs,,10.95,85,16,,
725,,,,,,,,,,,,,
726,2010,CH. CITRAN,,,Haut-Médoc,4,cs,,13.7,88,*** 16,90,
727,,,,,,,,,,,,,
728,2010,LA CLOSERIE DE CAMENSAC,,2nd label of Ch. Camensac,Haut-Médoc,150,cs,,9.85,,,,
729,2011,LA CLOSERIE DE CAMENSAC,,2nd label of Ch. Camensac,Haut-Médoc,250,cs,,8.4,,,,
730,2012,LA CLOSERIE DE CAMENSAC,,2nd label of Ch. Camensac,Haut-Médoc,125,cs,,8.4,,,,
731,2013,LA CLOSERIE DE CAMENSAC,,2nd label of Ch. Camensac,Haut-Médoc,150,cs,,8.25,,,,
732,2014,LA CLOSERIE DE CAMENSAC,,2nd label of Ch. Camensac,Haut-Médoc,250,cs,,8.4,,,,
733,,,,,,,,,,,,,
734,2010,CH. COUFRAN,,,Haut-Médoc,1,cs,,11,86,*** 16,,89-90
735,,,,,,,,,,,,,
736,2010,LA DEMOISELLE DE SOCIANDO MALLET,,2nd label of Ch.Sociando Mallet,Haut-Médoc,180,cs,,13.5,,,,
737,2011,LA DEMOISELLE DE SOCIANDO MALLET,,2nd label of Ch.Sociando Mallet,Haut-Médoc,45,cs,,10.75,,,,
738,2012,LA DEMOISELLE DE SOCIANDO MALLET,,2nd label of Ch.Sociando Mallet,Haut-Médoc,2,cs,,10.75,,,,
739,,,,,,,,,,,,,
740,2011,LE HAUT-MEDOC DE GISCOURS,,From Ch.Giscours,Haut-Médoc,150,cs,,11.9,,,,
741,2013,LE HAUT-MEDOC DE GISCOURS,,From Ch.Giscours,Haut-Médoc,250,cs,,10.8,,,,
742,2013,LE HAUT-MEDOC DE GISCOURS,Mag.,From Ch.Giscours,Haut-Médoc,20,cs,,22,,,,
743,,,,,,,,,,,,,
744,2011,LE HAUT-MEDOC DE HAUT-BAGES LIBERAL,, From Ch.Haut Bages Liberal,Haut-Médoc,500,cs,,6.95,,,,
745,2012,LE HAUT-MEDOC DE HAUT-BAGES LIBERAL,, From Ch.Haut Bages Liberal,Haut-Médoc,250,cs,,7.2,,,,
746,,,,,,,,,,,,,
747,2011,HAUT-MEDOC DE MAUCAILLOU,,From Ch. Maucaillou,Haut-Médoc,140,cs,,6.5,,,,
748,2012,HAUT-MEDOC DE MAUCAILLOU,,From Ch. Maucaillou,Haut-Médoc,150,cs,,6.5,,,,
749,2013,HAUT-MEDOC DE MAUCAILLOU,,From Ch. Maucaillou,Haut-Médoc,80,cs,,6.35,,,,
750,,,,,,,,,,,,,
751,2010,LE HAUT-MEDOC DE MONBRISON,,From Ch.Monbrison,Haut-Médoc,125,cs,,8.95,,,,
752,2011,LE HAUT-MEDOC DE MONBRISON,,From Ch.Monbrison,Haut-Médoc,750,cs,,8.5,,,,
753,2011,LE HAUT-MEDOC DE MONBRISON,Half,From Ch.Monbrison,Haut-Médoc,3,cs,,4.5,,,,
754,2011,LE HAUT-MEDOC DE MONBRISON,Mag.,From Ch.Monbrison,Haut-Médoc,9,cs,,17,,,,
755,2012,LE HAUT-MEDOC DE MONBRISON,,From Ch.Monbrison,Haut-Médoc,750,cs,,8.5,,,,
756,2012,LE HAUT-MEDOC DE MONBRISON,Half,From Ch.Monbrison,Haut-Médoc,20,cs,,4.5,,,,
757,2012,LE HAUT-MEDOC DE MONBRISON,Mag.,From Ch.Monbrison,Haut-Médoc,28,cs,,16.8,,,,
758,,,,,,,,,,,,,
759,2012,L'HERITAGE DE CHASSE SPLEEN,,2nd label of Ch. Chasse Spleen,Haut-Médoc,25,cs,,9.85,,,,
760,2012,L'HERITAGE DE CHASSE SPLEEN,Half,2nd label of Ch. Chasse Spleen,Haut-Médoc,45,cs,,5,,,,
761,2013,L'HERITAGE DE CHASSE SPLEEN,,2nd label of Ch. Chasse Spleen,Haut-Médoc,150,cs,,9.25,,,,
762,2013,L'HERITAGE DE CHASSE SPLEEN,Half,2nd label of Ch. Chasse Spleen,Haut-Médoc,25,cs,,4.95,,,,
763,,,,,,,,,,,,,
764,2012,CH. LA LAGUNE,,3RD GCC,Haut-Médoc,6,cs,,36.8,90,17.25,,
765,2013,CH. LA LAGUNE,,3RD GCC,Haut-Médoc,180,cs,,26.95,,,,
766,2013,CH. LA LAGUNE,Mag.,3RD GCC,Haut-Médoc,9,cs,,55.8,,,,
767,,,,,,,,,,,,,
768,2006,CH. DE LAMARQUE,Half,Cru Bourgeois,Haut-Médoc,39,cs,,5.2,85,,85,
769,2007,CH. DE LAMARQUE,,Cru Bourgeois,Haut-Médoc,250,cs,,8.95,,,,
770,2007,CH. DE LAMARQUE,Half,Cru Bourgeois,Haut-Médoc,37,cs,,4.95,,,,
771,2008,CH. DE LAMARQUE,,Cru Bourgeois,Haut-Médoc,600,cs,,9.25,85-86,,,
772,2009,CH. DE LAMARQUE,,Cru Bourgeois,Haut-Médoc,60,cs,,11.95,86-88,*** 16+,90,91
773,2009,CH. DE LAMARQUE,Half,Cru Bourgeois,Haut-Médoc,26,cs,,6.25,86-88,*** 16+,90,91
774,,,,,,,,,,,,,
775,2009,CH. LANESSAN,,Cru Bourgeois,Haut-Médoc,2,cs,,16.5,89+,*** 16+,,
776,2011,CH. LANESSAN,,Cru Bourgeois,Haut-Médoc,300,cs,,9.5,85,*** 15.5,,
777,2012,CH. LANESSAN,,Cru Bourgeois,Haut-Médoc,350,cs,,9.2,86,15.50,,
778,2013,CH. LANESSAN,,Cru Bourgeois,Haut-Médoc,250,cs,,8.95,,,,
779,2013,CH. LANESSAN,Half,Cru Bourgeois,Haut-Médoc,8,cs,,5.3,,,,
780,2013,CH. LANESSAN,Mag.,Cru Bourgeois,Haut-Médoc,3,cs,,18.4,,,,
781,,,,,,,,,,,,,
782,2010,CH. LARRIVAUX,,,Haut-Médoc,250,cs,,8.5,86,*** 15.5,,
783,2011,CH. LARRIVAUX,,,Haut-Médoc,500,cs,,7.3,86,*** 16,,
784,2011,CH. LARRIVAUX,Half,,Haut-Médoc,22,cs,,4.25,86,*** 16,,
785,2012,CH. LARRIVAUX,,,Haut-Médoc,500,cs,,7.25,,,,
786,2013,CH. LARRIVAUX,,,Haut-Médoc,300,cs,,7.15,82-84,15.75,,
787,2013,CH. LARRIVAUX,Half,,Haut-Médoc,20,cs,,3.95,82-84,15.75,,
788,2013,CH. LARRIVAUX,Mag.,,Haut-Médoc,5,cs,,14.5,82-84,15.75,,
789,,,,,,,,,,,,,
790,2010,CH. DE MALLERET,,Cru Bourgeois,Haut-Médoc,90,cs,,8.98,87,,89,
791,2011,CH. DE MALLERET,,Cru Bourgeois,Haut-Médoc,250,cs,,7.6,,,89,
792,,,,,,,,,,,,,
793,2009,CH. DU MOULIN ROUGE (OR BDX),,Cru Bourgeois,Haut-Médoc,500,cs,,8.6,,,,
794,2010,CH. DU MOULIN ROUGE,,Cru Bourgeois,Haut-Médoc,500,cs,,8.25,88,89/100,,
795,2011,CH. DU MOULIN ROUGE,,Cru Bourgeois,Haut-Médoc,75,cs,,7.5,80,,84,
796,,,,,,,,,,,,,
797,2012,L'ORME DE RAUZAN GASSIES,,from Ch. Rauzan Gassies,Haut-Médoc,750,cs,,9.5,,,,
798,2013,L'ORME DE RAUZAN GASSIES,,from Ch. Rauzan Gassies,Haut-Médoc,500,cs,,8.95,,,,
799,,,,,,,,,,,,,
800,2014,LES PENSEES DE LA TOUR CARNET,,2nd label of Ch.La Tour Carnet,Haut-Médoc,100,cs,,10.4,,,,
801,,,,,,,,,,,,,
802,2012,CH. SENEJAC,,Cru Bourgeois,Haut-Médoc,250,cs,,8.25,86,16,,89-90
803,2013,CH. SENEJAC,,Cru Bourgeois,Haut-Médoc,250,cs,,8.25,87-88,16.25,,
804,,,,,,,,,,,,,
805,2012,CH. LA TOUR CARNET,,4TH GCC,Haut-Médoc,30,cs,,22.8,90,16.5,87-90,
806,2013,CH. LA TOUR CARNET,Jero.,4TH GCC,Haut-Médoc,2,cs,/1,165,86-88,16.25,86-89,89-90
807,2013,CH. LA TOUR CARNET,Imp.,4TH GCC,Haut-Médoc,3,cs,/1,225,86-88,16.25,86-89,89-90
808,2013,CH. LA TOUR CARNET,Salma.,4TH GCC,Haut-Médoc,1,cs,/1,380,86-88,16.25,86-89,89-90
809,2013,CH. LA TOUR CARNET,Nabu.,4TH GCC,Haut-Médoc,1,cs,/1,535,86-88,16.25,86-89,89-90
810,2014,CH. LA TOUR CARNET,,,Haut-Médoc,100,cs,,21.8,,16.75/20,87-90,
811,,,,,,,,,,,,,
812,2000,CH. DE VILLEGEORGE,,Grand Cru Exceptionnel,Haut-Médoc,1,cs,,13,,,,
813,,,,,,,,,,,,,
814,LISTRAC,,,,,,,,,,,,
815,,,,,,,,,,,,,
816,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
817,,,,,,,,,,,,,
818,2002,CH. FONREAUD,,Cru Bourgeois,Listrac-Médoc,1,cs,,11,85-87,,,
819,,,,,,,,,,,,,
820,2001,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,45,cs,,10.5,,,,
821,2001,CH. FOURCAS DUPRE,Mag.,Cru Bourgeois,Listrac-Médoc,4,cs,,21,,,,
822,2004,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,55,cs,,8.95,,,84,
823,2006,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,7,cs,,10,,16*****,,
824,2007,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,30,cs,,7.5,,*** 16,,
825,2009,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,60,cs,,10.5,,*** 15.5,,
826,2010,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,125,cs,,9.8,,*** 16,,90
827,2011,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,300,cs,,7.95,,*** 15.5,,
828,2011,CH. FOURCAS DUPRE,Half,Cru Bourgeois,Listrac-Médoc,10,cs,,4.8,,*** 15.5,,
829,2012,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,250,cs,,7.95,,16,,
830,2012,CH. FOURCAS DUPRE,Half,Cru Bourgeois,Listrac-Médoc,1,cs,,4.8,,16,,
831,2012,CH. FOURCAS DUPRE,Mag.,Cru Bourgeois,Listrac-Médoc,2,cs,,16.8,,16,,
832,2013,CH. FOURCAS DUPRE,,Cru Bourgeois,Listrac-Médoc,110,cs,,7.85,,15.5,,
833,2013,CH. FOURCAS DUPRE,Half,Cru Bourgeois,Listrac-Médoc,5,cs,,4.7,,15.5,,
834,,,,,,,,,,,,,
835,2001,CH. LESTAGE CHENES BESSON,,,Listrac-Médoc,3,cs,,7.95,,,,
836,2002,CH. LESTAGE CHENES BESSON,,,Listrac-Médoc,10,cs,,8.25,,,,
837,2007,CH. LESTAGE CHENES BESSON,,,Listrac-Médoc,67,cs,,7.9,,,,
838,,,,,,,,,,,,,
839,MOULIS/MEDOC,,,,,,,,,,,,
840,,,,,,,,,,,,,
841,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
842,,,,,,,,,,,,,
843,2011,CH. CAROLINE,,,Moulis-en-Médoc,5,cs,,7.25,,,,
844,,,,,,,,,,,,,
