,                          THE CLASSICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1466,1995,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,2,cs,/6,198,95,,,
1467,2001,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,3,cs,,550,100,,,
1468,2001,CH. D'YQUEM,Half,1er Cru Classé Supérieur,Sauternes,4,cs,/12,275,100,,,
1469,2005,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,7,cs,,390,97,*****,97,95
1470,2007,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,4,cs,,365,98,***** 19,96,
1471,2010,CH. D'YQUEM,Half,1er Cru Classé Supérieur,Sauternes,2,cs,/12,210,93,***** 19,96,97
1472,2011,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,6,cs,/6,250,94,***** 19,99,98
1473,2013,CH. D'YQUEM,,1er Cru Classé Supérieur,Sauternes,1,cs,/6,250,,18.5,95-98,98-99
1474,2013,CH. D'YQUEM,Half,1er Cru Classé Supérieur,Sauternes,1,cs,/6,125,,18.5,95-98,98-99
1475,,,,,,,,,,,,,
1476,COTES DE BORDEAUX,,,,,,,,,,,,
1477,,,,,,,,,,,,,
1478,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1479,,,,,,,,,,,,,
1480,2014,CH. REYNON,,,Cadillac - Côtes de Bordeaux,25,cs,,7.5,,,87-90,
1481,,,,,,,,,,,,,
1482,CASTILLON - COTES DE BORDEAUX,,,,,,,,,,,,
1483,,,,,,,,,,,,,
1484,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1485,,,,,,,,,,,,,
1486,2011,CH. D'AIGUILHE,,From Canon La gaffelière,Castillon - Côtes de Bordeaux,130,cs,,13,88,*** 16,89,89-90
1487,2012,CH. D'AIGUILHE,Mag.,From Canon La gaffelière,Castillon - Côtes de Bordeaux,7,cs,,25.5,89-91,16.25,89,
1488,2013,CH. D'AIGUILHE,,From Canon La gaffelière,Castillon - Côtes de Bordeaux,45,cs,,12.4,87-89,15.75,86-89,
1489,,,,,,,,,,,,,
1490,FRANCS - COTES DE BORDEAUX,,,,,,,,,,,,
1491,,,,,,,,,,,,,
1492,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1493,,,,,,,,,,,,,
1494,2014,CH. PUYGUERAUD,,,Francs - Côtes de Bordeaux,200,cs,,8.5,,16.75/20,88-91,91-92
1495,,,,,,,,,,,,,
1496,BORDEAUX SUPERIEUR (RED),,,,,,,,,,,,
1497,,,,,,,,,,,,,
1498,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1499,,,,,,,,,,,,,
1500,2013,BORDEAUX DE MAUCAILLOU,,Bordeaux from Ch.Maucaillou,Bordeaux supérieur,400,cs,,4,,,,
1501,2013,BORDEAUX DE MAUCAILLOU,Half,Bordeaux from Ch.Maucaillou,Bordeaux supérieur,80,cs,,2.1,,,,
1502,2013,BORDEAUX DE MAUCAILLOU,Mag.,Bordeaux from Ch.Maucaillou,Bordeaux supérieur,45,cs,,8,,,,
1503,,,,,,,,,,,,,
1504,2014,CH. CROIX MOUTON,,,Bordeaux supérieur,300,cs,,6.95,86-88,,,
1505,2014,CH. CROIX MOUTON,Mag.,,Bordeaux supérieur,250,cs,,13.75,86-88,,,
1506,,,,,,,,,,,,,
1507,2010,CH. FERET-LAMBERT,,,Bordeaux supérieur,2,cs,,6.5,86,,89,
1508,,,,,,,,,,,,,
1509,2013,MOULIN D'ISSAN,,Bordeaux Supérieur From Issan,Bordeaux supérieur,38,cs,,7.5,,,,
1510,,,,,,,,,,,,,
1511,2006,SAINT JACQUES DE SIRAN,,from Ch. Siran,Bordeaux supérieur,85,cs,,4.95,,,,
1512,2011,SAINT JACQUES DE SIRAN,,from Ch. Siran,Bordeaux supérieur,2,cs,,4.95,,,,
1513,2012,SAINT JACQUES DE SIRAN,,from Ch. Siran,Bordeaux supérieur,200,cs,,4.95,,,,
1514,,,,,,,,,,,,,
1515,BORDEAUX WHITE,,,,,,,,,,,,
1516,,,,,,,,,,,,,
1517,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1518,,,,,,,,,,,,,
1519,2011,AILE D'ARGENT,,From Baron Philippe de Rothschild,Bordeaux,49,cs,/6,48,90-92,,90,95
1520,2013,AILE D'ARGENT,,From Baron Philippe de Rothschild,Bordeaux,100,cs,/6,48,90-92,17,90,93-94
1521,2014,AILE D'ARGENT,,from Baron Philippe de Rothschild,Bordeaux,60,cs,/6,48,88-90,,89-92,95-96
1522,,,,,,,,,,,,,
1523,2014,ALTO DE CANTENAC BROWN,,White wine from Ch. Cantenac Brown,Bordeaux,25,cs,,15.5,,,,
1524,,,,,,,,,,,,,
1525,2014,LES ARUMS DE LAGRANGE,,,Bordeaux,4,cs,,14.5,,,,
1526,,,,,,,,,,,,,
1527,2015,BORDEAUX BLANC DE MAUCAILLOU,,White from Ch.Maucaillou,Bordeaux,280,cs,,4,,,,
1528,,,,,,,,,,,,,
1529,2015,"CLOS DES LUNES ""LUNE D'ARGENT""",,,Bordeaux,35,cs,,8.75,,,,
1530,,,,,,,,,,,,,
1531,2014,CH. DOISY DAENE,,,Bordeaux,4,cs,,12.5,88-91,,90-93,
1532,,,,,,,,,,,,,
1533,2009,PAVILLON BLANC DU CH. MARGAUX,,White wine from Ch. Margaux,Bordeaux,5,cs,,155,88,**** 18,94,
1534,2010,PAVILLON BLANC DU CH. MARGAUX,,White wine from Ch. Margaux,Bordeaux,5,cs,,155,92,**** 18,91-94,95-96
1535,2014,PAVILLON BLANC DU CH. MARGAUX,,White wine from Ch. Margaux,Bordeaux,2,cs,,145,91-93,17.5/20,94-97,97-98
1536,,,,,,,,,,,,,
1537,2014,CH. REYNON,,,Bordeaux,45,cs,,5.95,87-89,,88-91,
1538,,,,,,,,,,,,,
1539,2014,"""R"" de RIEUSSEC",,,Bordeaux,40,cs,,12.8,87-89,,,
1540,2015,"""R"" de RIEUSSEC",,,Bordeaux,25,cs,,12.8,,,,
1541,,,,,,,,,,,,,
1542,2014,LA SEMILLANTE DE SIGALAS,,From Ch. Sigalas Rabaud,Bordeaux,270,cs,,10.25,,,,
1543,,,,,,,,,,,,,
1544,2014,"""Y"" D'YQUEM",,,Bordeaux,28,cs,/6,92,,,,
1545,,,,,,,,,,,,,
1546,ENTRE-DEUX-MERS,,,,,,,,,,,,
1547,,,,,,,,,,,,,
1548,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1549,,,,,,,,,,,,,
1550,2013,CH. MARJOSSE BLANC,,owned by Pierre Lurton from Cheval Blanc,Entre deux mers,175,cs,,5.4,,,,89
1551,2014,CH. MARJOSSE BLANC,,owned by Pierre Lurton from Cheval Blanc,Entre deux mers,250,cs,,5.4,86-88,,,
1552,2015,CH. MARJOSSE BLANC,,owned by Pierre Lurton from Cheval Blanc,Entre deux mers,100,cs,,5.4,,,,
1553,,,,,,,,,,,,,
1554,CHILE,,,,,,,,,,,,
1555,,,,,,,,,,,,,
1556,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1557,,,,,,,,,,,,,
1558,2013,ALMAVIVA,Mag.,,Puente Alto,3,cs,/1,138,,,,
1559,2013,ALMAVIVA,Imp.,,Puente Alto,1,cs,/1,825,,,,
1560,,,,,,,,,,,,,
1561,USA,,,,,,,,,,,,
1562,,,,,,,,,,,,,
1563,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1564,,,,,,,,,,,,,
1565,2012,OPUS ONE,,,Napa Valley,10,cs,/6,215,96,,,
1566,,,,,,,,,,,,,
1567,LIMOUX,,,,,,,,,,,,
1568,,,,,,,,,,,,,
1569,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1570,,,,,,,,,,,,,
1571,2004,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,23,cs,,16.8,,,90,
1572,2006,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,50,cs,,18,,,87,
1573,2007,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,50,cs,,18,,,,
1574,2008,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,50,cs,,18,,,,
1575,2010,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,19,cs,,18.6,,,,
1576,2011,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,20,cs,,18.6,,,,
1577,2012,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,20,cs,,18.6,,,,
1578,2013,DOMAINE DE BARON'ARQUES,,Made by CH.MOUTON ROTHSCHILD,Limoux,20,cs,,18.6,,,,
1579,,,,,,,,,,,,,
1580,Vin de france,,,,,,,,,,,,
1581,,,,,,,,,,,,,
1582,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1583,,,,,,,,,,,,,
1584,2013,HISTORICAL XIX CENTURY WINE,,From CH.PALMER,Vin de France,6,cs,/3,150,,,,
1585,,,,,,,,,,,,,
1586,PRESENTATION BOX,,,,,,,,,,,,
1587,,,,,,,,,,,,,
1588,,,,,,,,,€/case,,,,
1589,, COUTET 97/02/04,,2 Ch. Coutet 1997 +2002 +  2004,,6,cs,/6,135,,,,
1590,, LA CHAPELLE DE LA MISSION 08/09/10,,2 La Chapelle de la Mission Haut Brion 2008 + 2009 + 2010,,12,cs,/6,490,,,,
1591,, BEAU CAILLOU ORIGINAL,,1 Ch. Ducru Beaucaillou 1999,,2,cs,/1,100,,,,
1592,, BRANAIRE 00/02/03,,1 Ch. Branaire Ducru 2000 + 2002 + 2003,,30,cs,/3,190,,,,
1593,, TURN OF CENTURY,,1 Ch. Ducru Beaucaillou 1999 + 2000 + 2001,,10,cs,/3,390,,,,
1594,, COLLECTION 2003,,2 Domaine de Chevalier 2003 + 2 Ch. Canon la Gaffelière 2003 + 2 Ch. Guiraud 2003,,3,cs,/6,260,,,,
1595,, CH DE FARGUES 90/95/00,,1 Ch. Fargues 1990 + 1995 + 2000,,1,cs,/3,200,,,,
1596,, CH DE FARGUES 97/01/05,,1 Ch. Fargues 1997 + 2001 + 2005,,5,cs,/3,250,,,,
1597,,TRIBUTE TO MY GRANDFATHER,,1 Ch. Ducru Beaucaillou 1961 + 1970 + 1982,,5,cs,/3,1380,,,,
1598,,TRIBUTE TO MY FATHER,,1 Ch. Ducru Beaucaillou 1982 + 1995 + 1996,,3,cs,/3,650,,,,
1599,, ISSAN 00/05/06/08/09/10,,1 Ch Issan 2000 + 2005 + 2006 + 2008 + 2009 + 2010,,40,cs,/6,450,,,,
1600,, LANGOA+CLOS HT PEYRAGUEY+MALARTIC,,1 Ch. Clos Haut Peyraguey 1990 + 1 Ch Malartic Lagravière 1992 + 1 Ch. Langoa Barton 1991,,4,cs,/3,60,,,,
1601,, MALARTIC 91/92/93,,1 Ch. Malartic Lagraviere red 1991 + 1992 +  1993,,3,cs,/3,60,,,,
1602,, MILLENIUM 1,,1 Ch. Lalande Borie 2000 + 1 Ch. Ducluzeau 2000,,8,cs,/2,55,,,,
1603,, MILLENIUM 2,,1 Ch. Croix de Beaucaillou 2000 + 1 Ch. Ducluzeau 2000,,8,cs,/2,70,,,,
1604,, TRIPTYCH COLLECTION,,1 Ch. Ducru Beaucaillou 1961 + 1970 + 2000,,2,cs,/3,1380,,,,
1605,,,,,,,,,,,,,
1606,"HALF =  0,375 L - MAGNUM  = 1,5 L - DOUBLE MAGNUM = 3 L - JEROBOAM = 5 L - IMPERIALE  = 6 L",,,,,,,,,,,,
1607,SALMANAZAR =  9L - BALTHAZAR = 12L - NABUCHODONOSOR = 15L - MELCHIOR = 18L,,,,,,,,,,,,
1608,"case of 12 X 75 cl - case of 24 X 37,5 cl - case of 6 X 150 cl (unless otherwise indicated)",,,,,,,,,,,,
